,county,child_abuse_rate,children_conc_pov,elevated_lead,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county,code,name,city,full_address,long,lat,district,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
1728,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710344,Topsail Elementary,Hampstead,"17385 US Hwy 17, Hampstead, NC 28443",-77.679578,34.396447,Pender County Schools,22.80,A,83.60,1.0
1729,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710342,Topsail High,Hampstead,"245 St. Johns Church Road, Hampstead, NC 28443",-77.681496,34.3954802,Pender County Schools,29.00,B,68.40,2.0
1730,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710347,South Topsail Elementary,Hampstead,"997 Hoover Road, Hampstead, NC 28443",-77.713498,34.384254,Pender County Schools,42.90,B,74.80,2.0
1731,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710332,Rocky Point Elementary,Rocky Point,"255 Elementary School Road, Rocky Point, NC 28457",-77.877258,34.428693,Pender County Schools,89.80,C,56.70,3.0
1732,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710321,Heide Trask High,Rocky Point,"14328 NC Hwy 210, Rocky Point, NC 28457",-77.8925501,34.4377804,Pender County Schools,78.00,C,44.00,3.0
1733,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710320,Cape Fear Middle,Rocky Point,"1886 NC Hwy 133, Rocky Point, NC 28457",-77.9162638,34.4058593,Pender County Schools,78.30,C,48.40,3.0
1734,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710318,Cape Fear Elementary,Rocky Point,"1882 NC Hwy 133, Rocky Point, NC 28457",-77.9166413,34.4066433,Pender County Schools,80.90,C,59.70,3.0
1735,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710327,Pender Early College High,Burgaw,"100 East Industrial Drive, Burgaw, NC 28425",-77.9227714,34.5436516,Pender County Schools,49.30,A,>95,1.0
1736,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710316,Burgaw Middle,Burgaw,"500 South Wright Street, Burgaw, NC 28425",-77.9245567,34.5450238,Pender County Schools,88.30,C,52.90,3.0
1737,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710312,Burgaw Elementary,Burgaw,"400 North Wright Street, Burgaw, NC 28425",-77.928072,34.556515,Pender County Schools,90.60,C,50.00,3.0
1738,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710326,Pender High,Burgaw,"5380 NC Hwy 53 W, Burgaw, NC 28425",-78.0123143,34.5452748,Pender County Schools,81.50,C,42.40,3.0
1739,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710328,Penderlea Elementary,Willard,"82 Penderlea School Rd, Willard, NC 28478",-78.047146,34.655713,Pender County Schools,75.50,C,56.10,3.0
1740,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710324,Malpass Corner Elementary,Burgaw,"4992 Malpass Corner Road, Burgaw, NC 28425",-78.0539806,34.5037157,Pender County Schools,90.70,D,41.00,3.0
1741,Pender,3.0,0.0,1.5,14.3,9.7,6.7,23.9,3.0,20.8,54900.0,710348,West Pender Middle,Burgaw,"10750 NC Hwy 53 West, Burgaw, NC 28425",-78.104665,34.5274612,Pender County Schools,92.20,D,42.20,3.0
1742,Perquimans,3.2,28.9,1.8,21.4,12.1,10.1,27.0,1.0,26.5,48337.0,720320,Perquimans County Middle,Winfall,"312 W Main Street, Winfall, NC 27985",-76.4717625,36.2216001,Perquimans County Schools,59.70,C,53.30,3.0
1743,Perquimans,3.2,28.9,1.8,21.4,12.1,10.1,27.0,1.0,26.5,48337.0,720316,Perquimans County High,Hertford,"305 Edenton Road St, Hertford, NC 27944",-76.474272,36.184164,Perquimans County Schools,52.40,C,45.50,3.0
1744,Perquimans,3.2,28.9,1.8,21.4,12.1,10.1,27.0,1.0,26.5,48337.0,720312,Hertford Grammar,Hertford,"603 Dobbs Street, Hertford, NC 27944",-76.4773467,36.1895273,Perquimans County Schools,55.60,C,57.50,3.0
1745,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,730340,North End Elementary,Roxboro,"378 Mill Creek Rd, Roxboro, NC 27574",-78.9054546,36.4388739,Person County Schools,57.60,C,55.30,3.0
1746,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,73A000,Bethel Hill Charter,Roxboro,"401 Bethel Hill School Road, Roxboro, NC 27574",-78.9175594,36.5047579,Charter Schools,44.00,B,68.90,2.0
1747,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,730332,Helena Elementary,Timberlake,"355 Helena Moriah Rd, Timberlake, NC 27583",-78.9572436,36.2870987,Person County Schools,32.40,B,64.80,2.0
1748,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,730334,North Elementary,Roxboro,"260 Henderson Rd, Roxboro, NC 27573",-78.9662297,36.4070011,Person County Schools,83.00,D,36.80,4.0
1749,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,730344,Northern Middle,Roxboro,"1935 Carver Dr, Roxboro, NC 27574",-78.9780474,36.4282915,Person County Schools,71.40,D,47.30,3.0
1750,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,73B000,Roxboro Community School,Roxboro,"115 Lake Drive, Roxboro, NC 27573",-78.9793387,36.3925459,Charter Schools,7.40,B,82.80,1.0
1751,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,730350,Person Early College Innovation & Ldrshp,Roxboro,"1715 College Dr, Roxboro, NC 27573",-78.979532,36.4314529,Person County Schools,37.80,C,53.70,3.0
1752,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,730352,Person High,Roxboro,"1010 Ridge Rd, Roxboro, NC 27573",-78.9804339,36.4104554,Person County Schools,50.30,C,43.40,3.0
1753,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,730356,South Elementary,Roxboro,"1333 Hurdle Mills Rd, Roxboro, NC 27573",-78.9887612,36.375394,Person County Schools,62.90,D,37.60,4.0
1754,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,730360,Southern Middle,Roxboro,"209 Southern Middle Sch Rd, Roxboro, NC 27573",-78.9917527,36.3785183,Person County Schools,54.40,C,58.20,3.0
1755,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,730354,Stories Creek Elementary,Roxboro,"133 Stories Creek School Road, Roxboro, NC 27574",-79.0020702,36.4209298,Person County Schools,48.20,B,65.80,2.0
1756,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,730368,Woodland Elementary,Semora,"7391 Semora Rd, Semora, NC 27343",-79.0822332,36.4623813,Person County Schools,32.80,B,70.50,2.0
1757,Person,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2.0,22.6,50149.0,730348,Oak Lane Elementary,Hurdle Mills,"2076 Jim Morton Rd, Hurdle Mills, NC 27541",-79.0968793,36.2741412,Person County Schools,22.80,C,60.50,2.0
1758,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740501,Innovation Early College High,aaUnknown,aaUnknown,aaUnknown,aaUnknown,Pitt County Schools,56.60,A,88.90,1.0
1759,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740358,G R Whitfield,Grimesland,"4839 School Rd, Grimesland, NC 27837",-77.1805052,35.5642188,Pitt County Schools,64.80,C,56.30,3.0
1760,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740376,Pactolus,Greenville,"3405 Yankee Hall Rd, Greenville, NC 27834",-77.2228218,35.6226599,Pitt County Schools,68.80,C,50.10,3.0
1761,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740396,Stokes,Stokes,"2683 NC 903 North, Stokes, NC 27884",-77.269301,35.714926,Pitt County Schools,55.60,C,54.30,3.0
1762,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740332,Chicod,Greenville,"3833 Stokestown-St. John Road, Greenville, NC 27858",-77.2713726,35.4651896,Pitt County Schools,33.00,B,78.90,2.0
1763,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740362,Hope Middle,Greenville,"2995 Mills Road, Greenville, NC 27858",-77.2828849,35.5132092,Pitt County Schools,25.90,A,81.50,1.0
1764,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740333,D H Conley High,Greenville,"2006 Worthington Rd, Greenville, NC 27858",-77.324338,35.530176,Pitt County Schools,28.90,B,60.60,2.0
1765,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740336,Eastern Elementary,Greenville,"1700 Cedar Ln, Greenville, NC 27858",-77.34353,35.596294,Pitt County Schools,59.80,C,60.90,2.0
1766,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740400,Wahl Coates Elementary,Greenville,"2200 E 5th St, Greenville, NC 27858",-77.348248,35.605798,Pitt County Schools,78.60,D,42.60,3.0
1767,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,74B000,Ignite Innovation Academy - Pitt,Greenville,"901 Staton Rd, Suite 204, Greenville, NC 27834",-77.3517483,35.652919,Charter Schools,47.80,F,18.60,5.0
1768,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740404,Wintergreen Intermediate,Greenville,"4720 County Home Rd, Greenville, NC 27858",-77.3530376,35.5446879,Pitt County Schools,36.20,B,79.60,2.0
1769,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740337,E B Aycock Middle,Greenville,"1325 Red Banks Road, Greenville, NC 27858",-77.3538877,35.586885,Pitt County Schools,70.80,C,49.50,3.0
1770,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740324,C M Eppes Middle,Greenville,"1100 South Elm Street, Greenville, NC 27858",-77.361208,35.599343,Pitt County Schools,76.60,D,43.40,3.0
1771,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740338,Elmhurst Elementary,Greenville,"1815 W Berkley Rd, Greenville, NC 27858",-77.3630786,35.5957466,Pitt County Schools,59.20,C,49.20,3.0
1772,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740402,Wellcome Middle,Greenville,"3101 N Memorial Drive, Greenville, NC 27834",-77.363493,35.668074,Pitt County Schools,73.40,C,53.40,3.0
1773,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740374,North Pitt High,Bethel,"5659 NC 11 North, Bethel, NC 27812",-77.3636,35.747459,Pitt County Schools,61.30,C,43.30,3.0
1774,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,74C000,Winterville Charter Academy,Winterville,"4160 Bayswater Road, Winterville, NC 28590",-77.3673899,35.5527762,Charter Schools,53.70,C,59.40,3.0
1775,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740320,Bethel Elementary,Bethel,"152 E. Washington Street, Bethel, NC 27812",-77.370229,35.806211,Pitt County Schools,71.90,C,51.90,3.0
1776,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740378,Vidant Health,Greenville,"400 Spruce Street, Greenville, NC 27834",-77.3840456,35.6087744,Pitt County Schools,65.40,F,11.80,5.0
1777,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740366,Junius H Rose High,Greenville,"600 W Arlington Blvd, Greenville, NC 27834",-77.384128,35.593733,Pitt County Schools,47.90,C,52.00,3.0
1778,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,74Z000,ECU Community School,Greenville,"811 Howell St, Greenville, NC 27834",-77.385629,35.598201,Lab Schools,52.60,F,6.80,5.0
1779,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740390,South Greenville Elementary,Greenville,"811 Howell St, Greenville, NC 27834",-77.385629,35.598201,Pitt County Schools,90.80,F,21.30,4.0
1780,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740380,W H Robinson Elementary,Winterville,"2439 Railroad Street, Winterville, NC 28590",-77.399024,35.533956,Pitt County Schools,54.10,B,65.80,2.0
1781,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740302,A G Cox Middle,Winterville,"2657 Church Street, Winterville, NC 28590",-77.400482,35.524348,Pitt County Schools,48.90,C,60.70,2.0
1782,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740500,Early College High School,Winterville,"Pitt Community College, 1959 Warren Drive, Winterville, NC 28590",-77.4064334,35.5484627,Pitt County Schools,44.20,A,84.40,1.0
1783,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740310,Belvoir Elementary,Greenville,"2568 NC 33 West, Greenville, NC 27834",-77.41742,35.668157,Pitt County Schools,75.20,D,42.20,3.0
1784,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740368,Lakeforest Elementary,Greenville,"3300 Briarcliff Drive, Greenville, NC 27834",-77.4209273,35.5921482,Pitt County Schools,74.40,D,43.20,3.0
1785,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740330,Creekside Elementary,Winterville,"431 Forlines Road, Winterville, NC 28590",-77.421865,35.535824,Pitt County Schools,59.80,C,52.40,3.0
1786,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740379,Ridgewood Elementary,Winterville,"3601 South Bend Dr, Winterville, NC 28590",-77.428278,35.563716,Pitt County Schools,44.70,B,69.70,2.0
1787,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740388,South Central,Winterville,"570 W Forlines Road, Winterville, NC 28590",-77.429439,35.542228,Pitt County Schools,53.40,C,46.50,3.0
1788,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740309,Ayden-Grifton High,Ayden,"7653 NC 11 South, Ayden, NC 28513",-77.4312013,35.4302132,Pitt County Schools,62.00,C,36.90,4.0
1789,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740304,Ayden Elementary,Ayden,"187 Third Street, Ayden, NC 28513",-77.4319198,35.4751441,Pitt County Schools,65.60,C,50.00,3.0
1790,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740352,Grifton,Grifton,"513 E McCrae St, Grifton, NC 28530",-77.4319478,35.3722711,Pitt County Schools,70.60,D,43.60,3.0
1791,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740308,Ayden Middle,Ayden,"192 Third St, Ayden, NC 28513",-77.4345187,35.4712602,Pitt County Schools,56.50,C,58.80,3.0
1792,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740375,Northwest Elementary,Greenville,"1471 Holland Road, Greenville, NC 27834",-77.4779948,35.737998,Pitt County Schools,77.80,D,35.30,4.0
1793,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740334,Falkland Elementary,Greenville,"503 NC 121, Greenville, NC 27834",-77.486723,35.669671,Pitt County Schools,78.70,D,35.10,4.0
1794,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740344,Farmville Central High,Farmville,"3308 E Wilson Street, Farmville, NC 27828",-77.5688377,35.5941998,Pitt County Schools,49.90,C,44.30,3.0
1795,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740340,Farmville Middle,Farmville,"3914 Grimmersburg Street, Farmville, NC 27828",-77.5732292,35.5936426,Pitt County Schools,57.90,C,48.20,3.0
1796,Pitt,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1.0,25.6,43303.0,740386,Sam D Bundy Elementary,Farmville,"3994 Grimmersburg Street, Farmville, NC 27828",-77.5756502,35.594964,Pitt County Schools,56.20,C,48.40,3.0
1797,Polk,3.9,0.0,5.9,10.3,9.1,4.2,11.6,2.0,18.6,50467.0,750314,Polk Central Elementary School,Mill Spring,"2141 South NC9 Hwy, Mill Spring, NC 28756",-82.1277034,35.2874728,Polk County Schools,41.50,B,73.90,2.0
1798,Polk,3.9,0.0,5.9,10.3,9.1,4.2,11.6,2.0,18.6,50467.0,750319,Polk County Middle School,Mill Spring,"321 Wolverine Trail, Mill Spring, NC 28756",-82.1711352,35.2980283,Polk County Schools,51.80,B,77.50,2.0
1799,Polk,3.9,0.0,5.9,10.3,9.1,4.2,11.6,2.0,18.6,50467.0,750317,Polk County Early College,Columbus,"1545 East NC 108 Hwy, Columbus, NC 28722",-82.1830701,35.2637093,Polk County Schools,27.60,A,78.40,2.0
1800,Polk,3.9,0.0,5.9,10.3,9.1,4.2,11.6,2.0,18.6,50467.0,750328,Sunny View Elementary School,Mill Spring,"86 Sunny View School Road, Mill Spring, NC 28756",-82.183324,35.3716132,Polk County Schools,46.90,C,62.30,2.0
1801,Polk,3.9,0.0,5.9,10.3,9.1,4.2,11.6,2.0,18.6,50467.0,750318,Polk County High School,Columbus,"1681 East NC 108 Hwy, Columbus, NC 28722",-82.186425,35.2664199,Polk County Schools,40.90,B,61.70,2.0
1802,Polk,3.9,0.0,5.9,10.3,9.1,4.2,11.6,2.0,18.6,50467.0,750304,Tryon Elementary School,Tryon,"100 School Place, Tryon, NC 28782",-82.2431005,35.2145343,Polk County Schools,36.40,B,81.70,1.0
1803,Polk,3.9,0.0,5.9,10.3,9.1,4.2,11.6,2.0,18.6,50467.0,750320,Saluda Elementary School,Saluda,"214 E Main Street, Saluda, NC 28773",-82.3449473,35.2357481,Polk County Schools,30.50,B,84.00,1.0
1804,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760332,Liberty Elementary,Liberty,"206 N Fayetteville St, Liberty, NC 27298",-79.570385,35.855369,Randolph County Schools,66.10,D,39.40,4.0
1805,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760316,Coleridge Elementary,Ramseur,"4528 NC Hwy 22 South, Ramseur, NC 27316",-79.6177607,35.6444468,Randolph County Schools,64.60,C,54.60,3.0
1806,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760318,Eastern Randolph High,Ramseur,"390 Eastern Randolph Rd, Ramseur, NC 27316",-79.6193504,35.7560968,Randolph County Schools,62.60,C,33.70,4.0
1807,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760357,Southeastern Randolph Middle,Ramseur,"5302 Foushee Rd, Ramseur, NC 27316",-79.6349089,35.728567,Randolph County Schools,69.40,D,40.10,3.0
1808,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760338,Northeastern Randolph Middle,Liberty,"3493 Ramseur Julian Road, Liberty, NC 27298",-79.6461755,35.8231744,Randolph County Schools,50.30,C,54.80,3.0
1809,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760340,Ramseur Elementary,Ramseur,"6755 Jordan Road, Ramseur, NC 27316",-79.6536069,35.738977,Randolph County Schools,55.90,C,62.30,2.0
1810,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760324,Franklinville Elementary,Franklinville,"162 Pine St, Franklinville, NC 27248",-79.693213,35.747311,Randolph County Schools,62.90,D,50.00,3.0
1811,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760328,Grays Chapel Elementary,Franklinville,"5322 NC Hwy 22 N, Franklinville, NC 27248",-79.699221,35.820788,Randolph County Schools,52.50,C,66.30,2.0
1812,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760339,Providence Grove High,Climax,"5555 Mack Lineberry Rd, Climax, NC 27233",-79.7146969,35.8493379,Randolph County Schools,41.60,C,44.60,3.0
1813,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760356,Seagrove Elementary,Seagrove,"528 Old Plank Rd, Seagrove, NC 27341",-79.7759957,35.544885,Randolph County Schools,61.60,C,60.50,2.0
1814,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760331,Level Cross Elementary,Randleman,"5417 Old Greensboro Road, Randleman, NC 27317",-79.7908853,35.8584793,Randolph County Schools,57.30,C,59.20,3.0
1815,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,76A000,Uwharrie Charter Academy,Asheboro,"5326 US Hwy 220 Business South, Asheboro, NC 27205",-79.7988513,35.8354291,Charter Schools,13.90,C,59.30,3.0
1816,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760344,Randleman Elementary,Randleman,"100 Swaim St, Randleman, NC 27317",-79.8008688,35.8095834,Randolph County Schools,70.70,C,58.10,3.0
1817,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,761332,Lindley Park Elementary,Asheboro,"312 Cliff Rd, Asheboro, NC 27203",-79.8069984,35.7020689,Asheboro City Schools,72.50,C,53.50,3.0
1818,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,761328,Guy B Teachey Elementary,Asheboro,"294 Newbern Ave, Asheboro, NC 27205",-79.8089247,35.6735111,Asheboro City Schools,66.70,B,65.90,2.0
1819,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,761320,Charles W McCrary Elementary,Asheboro,"400 Ross St, Asheboro, NC 27203",-79.8180288,35.7128176,Asheboro City Schools,88.40,C,46.60,3.0
1820,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,761304,Asheboro High,Asheboro,"1221 S Park St, Asheboro, NC 27203",-79.8186435,35.689799,Asheboro City Schools,66.10,B,55.60,3.0
1821,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760352,Randleman Middle,Randleman,"800 High Point St, Randleman, NC 27317",-79.819674,35.8249473,Randolph County Schools,65.00,C,52.20,3.0
1822,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,761321,Donna L Loflin Elementary,Asheboro,"405 S Park St, Asheboro, NC 27203",-79.8197816,35.7016371,Asheboro City Schools,84.10,C,45.30,3.0
1823,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760348,Randleman High,Randleman,"4396 Tigers Den Rd, Randleman, NC 27317",-79.8209494,35.8265666,Randolph County Schools,54.40,C,48.10,3.0
1824,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,761308,South Asheboro Middle,Asheboro,"523 W Walker Ave, Asheboro, NC 27203",-79.8212427,35.6896918,Asheboro City Schools,67.20,C,55.40,3.0
1825,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,761312,Balfour Elementary,Asheboro,"2097 N Asheboro School Rd, Asheboro, NC 27203",-79.8216787,35.7457357,Asheboro City Schools,86.20,C,60.20,2.0
1826,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,761336,North Asheboro Middle,Asheboro,"1861 N Asheboro School Rd, Asheboro, NC 27203",-79.822296,35.744645,Asheboro City Schools,88.50,C,46.50,3.0
1827,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760354,Randolph Early College High,Asheboro,"629 Industrial Park Avenue, Asheboro, NC 27205",-79.825516,35.6733597,Randolph County Schools,37.20,A,>95,1.0
1828,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760359,Southmont Elementary,Asheboro,"2497 Southmont School Road, Asheboro, NC 27205",-79.834551,35.6455032,Randolph County Schools,62.80,C,53.00,3.0
1829,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760336,New Market Elementary,Sophia,"6096 US Hwy 311, Sophia, NC 27350",-79.865819,35.832616,Randolph County Schools,55.70,C,55.30,3.0
1830,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760360,Southwestern Randolph Middle,Asheboro,"1509 Hopewell Friends Rd, Asheboro, NC 27205",-79.866718,35.622592,Randolph County Schools,60.10,C,51.30,3.0
1831,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760358,Southwestern Randolph High,Asheboro,"1641 Hopewell Friends Rd, Asheboro, NC 27205",-79.870065,35.6235497,Randolph County Schools,47.70,B,49.30,3.0
1832,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760330,John R Lawrence Elementary,Archdale,"6068 Suits Rd, Archdale, NC 27263",-79.9249834,35.8897995,Randolph County Schools,42.10,B,69.70,2.0
1833,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760378,Archdale-Trinity Middle,Trinity,"5105 Archdale Road, Trinity, NC 27370",-79.9541564,35.8859827,Randolph County Schools,46.00,C,54.30,3.0
1834,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760368,Trindale Elementary,Archdale,"400 Balfour Dr, Archdale, NC 27263",-79.9634223,35.9012214,Randolph County Schools,56.10,B,70.50,2.0
1835,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760364,Tabernacle Elementary,Asheboro,"4901 Tabernacle School Rd, Asheboro, NC 27205",-79.965637,35.733883,Randolph County Schools,67.10,B,64.60,2.0
1836,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760320,Farmer Elementary,Asheboro,"3557 Grange Hall Rd, Asheboro, NC 27205",-79.971027,35.641768,Randolph County Schools,56.50,C,53.60,3.0
1837,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760304,Archdale Elementary,Archdale,"207 Trindale Rd, Archdale, NC 27263",-79.9752,35.912816,Randolph County Schools,62.00,B,71.30,2.0
1838,Randolph,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2.0,19.1,48372.0,760376,Trinity Elementary,Trinity,"5457 Braxton Craven Rd, Trinity, NC 27370",-79.984278,35.893227,Randolph County Schools,60.00,B,68.00,2.0
