id,code,name,city,full_address,long,lat,district,county,SPgrade,EOG_18_19,EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,parent,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
756,900342,Porter Ridge High School,Indian Trail,"2839 Ridge Road, Indian Trail, NC 28079",-80.5738762,35.0906014,Union County Public Schools,Union,B,66.1,2,25.5,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
757,160310,Beaufort Middle,Beaufort,"100 Carraway Drive, Beaufort, NC 28516",-76.6446104,34.7300759,Carteret County Public Schools,Carteret,B,66,2,67,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
758,650362,Pine Valley Elementary,Wilmington,"440 John S Mosby Dr, Wilmington, NC 28412",-77.8996547,34.1794746,New Hanover County Schools,New Hanover,B,66,2,55,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
759,180342,Jacobs Fork Middle,Newton,"3431 Plateau Road, Newton, NC 28658",-81.370976,35.613459,Catawba County Schools,Catawba,B,66,2,41.8,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
760,360396,Forestview High,Gastonia,"5545 Union Road, Gastonia, NC 28056",-81.1332759,35.1844584,Gaston County Schools,Gaston,B,66,2,34.1,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
761,761328,Guy B Teachey Elementary,Asheboro,"294 Newbern Ave, Asheboro, NC 27205",-79.8089247,35.6735111,Asheboro City Schools,Randolph,B,65.9,2,66.7,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
762,820346,Hobbton Elementary,Newton Grove,"12361 Hobbton Hwy, Newton Grove, NC 28366",-78.3294219,35.181091,Sampson County Schools,Sampson,C,65.9,2,63.2,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
763,860326,J Sam Gentry Middle,Mount Airy,"1915 W Pine Street, Mount Airy, NC 27030",-80.655409,36.4993399,Surry County Schools,Surry,B,65.9,2,60.8,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
764,230316,Burns Middle,Lawndale,"215 Shady Grove Road, Lawndale, NC 28090",-81.5394336,35.4258329,Cleveland County Schools,Cleveland,B,65.9,2,59.4,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
765,340350,Clemmons Middle School,Winston-Salem,"3785 Fraternity Church Road, Winston-Salem, NC 27127",-80.3368651,36.027137,Forsyth County Schools,Forsyth,B,65.9,2,48.2,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
766,600535,South Mecklenburg High,Charlotte,"8900 Park Rd, Charlotte, NC 28210",-80.8608985,35.1101144,Charlotte-Mecklenburg Schools,Mecklenburg,B,65.9,2,40.3,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
767,800312,Bostian Elementary,China Grove,"4245 Old Beatty Ford Rd, China Grove, NC 28023",-80.54142,35.523075,Rowan-Salisbury Schools,Rowan,C,65.9,2,32.4,3.3,6.7,1.7,14.3,13.8,10.1,27.4,2,24,46864
768,280328,First Flight Middle School,Kill Devil Hills,"109 Veterans Drive, Kill Devil Hills, NC 27948",-75.6674469,36.0052178,Dare County Schools,Dare,C,65.9,2,29.2,0,0,1,47.3,6,5.6,11.4,2,12.9,64768
769,510377,River Dell Elementary,Clayton,"12100 Buffalo Road, Clayton, NC 27527",-78.3512646,35.6672328,Johnston County Schools,Johnston,B,65.9,2,22.2,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
770,510373,Powhatan Elementary,Clayton,"3145 Vinson Rd, Clayton, NC 27527",-78.392339,35.627398,Johnston County Schools,Johnston,C,65.9,2,20.5,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
771,900364,Union Elementary,Wingate,"5320 White Store Rd, Wingate, NC 28174",-80.411514,34.911132,Union County Public Schools,Union,B,65.8,2,66.9,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
772,990304,Boonville Elementary,Boonville,"232 East Main Street, Boonville, NC 27011",-80.7049978,36.2326853,Yadkin County Schools,Yadkin,B,65.8,2,63.3,3.1,0,1.2,31.1,16.8,13.9,15.2,2,20.2,49070
773,740380,W H Robinson Elementary,Winterville,"2439 Railroad Street, Winterville, NC 28590",-77.399024,35.533956,Pitt County Schools,Pitt,B,65.8,2,54.1,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
774,650351,Myrtle Grove Middle,Wilmington,"901 Piner Rd, Wilmington, NC 28409",-77.8840061,34.1373085,New Hanover County Schools,New Hanover,C,65.8,2,49.8,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
775,730354,Stories Creek Elementary,Roxboro,"133 Stories Creek School Road, Roxboro, NC 27574",-79.0020702,36.4209298,Person County Schools,Person,B,65.8,2,48.2,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2,22.6,50149
776,290349,Oak Grove High,Winston-Salem,"3507 Midway School Rd, Winston-Salem, NC 27107",-80.1630924,35.9435812,Davidson County Schools,Davidson,B,65.8,2,27.2,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
777,920327,Ballentine Elementary,Fuquay Varina,"1651 North McLaurin Lane, Fuquay Varina, NC 27526",-78.7716863,35.6133767,Wake County Schools,Wake,C,65.8,2,27,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
778,07A000,Washington Montessori,Washington,"2330 Old Bath Hwy, Washington, NC 27889",-76.9795696,35.5398036,Charter Schools,Beaufort,C,65.8,2,10,5,0,1.8,29.2,11.8,12,33.8,1,26.2,46411
779,860320,Flat Rock Elementary,Mount Airy,"1539 E Pine St, Mount Airy, NC 27030",-80.568901,36.513148,Surry County Schools,Surry,B,65.7,2,59.1,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
780,190332,J S Waters School,Goldston,"55 J S Waters School Road, Goldston, NC 27252",-79.3244937,35.6022414,Chatham County Schools,Chatham,B,65.7,2,54.3,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
781,250340,Havelock High,Havelock,"101 Webb Boulevard, Havelock, NC 28532",-76.892972,34.879907,Craven County Schools,Craven,B,65.7,2,50.6,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2,22.5,50748
782,800352,Faith Elementary,Faith,"1000 School St, Faith, NC 28041",-80.46168,35.5896275,Rowan-Salisbury Schools,Rowan,B,65.7,2,44.4,3.3,6.7,1.7,14.3,13.8,10.1,27.4,2,24,46864
783,970370,Ronda-Clingman Elementary School,Ronda,"316 Ronda-Clingman School Rd, Ronda, NC 28670",-80.934479,36.205139,Wilkes County Schools,Wilkes,B,65.7,2,26.5,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
784,140352,Hudson Elementary,Hudson,"200 Roy Coffey Drive, Hudson, NC 28638",-81.4826482,35.8491552,Caldwell County Schools,Caldwell,B,65.6,2,61.9,2.8,7.1,0.5,19.1,17.2,7.6,11.9,1,20.3,43328
785,640324,Coopers Elementary,Elm City,"6833 NC Highway 58, Elm City, NC 27822",-77.9468116,35.8851156,Nash-Rocky Mount Schools,Nash,B,65.6,2,54.3,4.8,0,2,13.8,11.2,7.6,50,1,20.7,50122
786,340334,Cash Elementary,Kernersville,"4700 Old Hollow Road, Kernersville, NC 27284",-80.123116,36.136284,Forsyth County Schools,Forsyth,B,65.6,2,43.4,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
787,600333,Carmel Middle,Charlotte,"5001 Camilla Dr, Charlotte, NC 28226",-80.8043838,35.1288354,Charlotte-Mecklenburg Schools,Mecklenburg,B,65.6,2,37.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
788,920506,Moore Square Middle,Raleigh,"301 South Person Street, Raleigh, NC 27601",-78.6346429,35.7761738,Wake County Schools,Wake,C,65.6,2,29.7,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
789,920412,Enloe High,Raleigh,"128 Clarendon Crescent, Raleigh, NC 27610",-78.6033379,35.784247,Wake County Schools,Wake,B,65.6,2,26.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
790,61S000,Unity Classical Charter,Charlotte,"1929 W Arrowood Rd, Charlotte, NC 28217",-80.921897,35.1434407,Charter Schools,Mecklenburg,C,65.6,2,18.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
791,160332,Down East Middle and Smyrna Elementary,Smyrna,"174 Marshallberg Road, Smyrna, NC 28579",-76.529883,34.757643,Carteret County Public Schools,Carteret,C,65.5,2,71.1,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
792,460312,Bearfield Primary,Ahoskie,"145 Hertford Co High School Rd, Ahoskie, NC 27910",-76.993872,36.295519,Hertford County Schools,Hertford,C,65.5,2,64.6,2,46.7,1.4,24.1,16.3,5.4,66.5,1,30.6,38216
793,98A000,Sallie B Howard School,Wilson,"1004 Herring Avenue, Wilson, NC 27893",-77.893494,35.730862,Charter Schools,Wilson,B,65.5,2,61.1,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
794,920380,Conn Elementary,Raleigh,"1220 Brookside Dr, Raleigh, NC 27604",-78.622752,35.796114,Wake County Schools,Wake,C,65.5,2,40,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
795,20304,Bethlehem Elementary,Taylorsville,"7900 NC Hwy 127, Taylorsville, NC 28681",-81.3122655,35.8365179,Alexander County Schools,Alexander,B,65.5,2,30.9,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
796,590316,Glenwood Elementary School,Marion,"1545 Old Hwy 221 South, Marion, NC 28752",-81.9812778,35.6130893,McDowell County Schools,McDowell,B,65.4,2,52.9,6.4,0,2.3,14.9,13.9,8.9,11.8,2,20.1,43972
797,950316,Cove Creek Elementary,Vilas,"930 Vanderpool Rd, Vilas, NC 28692",-81.748295,36.25701,Watauga County Schools,Watauga,B,65.4,2,48.6,3.1,24.4,0.8,9.8,8.1,6.6,7.4,3,14.2,48489
798,440328,Clyde Elementary,Clyde,"4182 Old Clyde Road, Clyde, NC 28721",-82.895069,35.5327656,Haywood County Schools,Haywood,B,65.4,2,46.2,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
799,32K000,Central Park School For Child,Durham,"724 Foster Street, Durham, NC 27701",-78.9009536,36.0045814,Charter Schools,Durham,B,65.4,2,29.6,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
800,49B000,American Renaissance School,Statesville,"132 East Broad Street, Statesville, NC 28677",-80.8867649,35.7847122,Charter Schools,Iredell,B,65.4,2,13.9,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
801,220308,Hayesville Elementary,Hayesville,"72 Elementary School Drive, Hayesville, NC 28904",-83.8147828,35.0420476,Clay County Schools,Clay,C,65.3,2,64.2,0.5,0,0,8.5,10.3,8.3,6.2,2,20.5,42878
802,440368,North Canton Elementary,Canton,"60 Thompson St, Canton, NC 28716",-82.83402,35.54634,Haywood County Schools,Haywood,C,65.3,2,48.9,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
803,600590,River Gate Elementary,Charlotte,"15340 Smith Rd, Charlotte, NC 28273",-80.9771781,35.0873931,Charlotte-Mecklenburg Schools,Mecklenburg,B,65.3,2,42.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
804,900344,Parkwood High,Monroe,"3220 Parkwood School Rd, Monroe, NC 28112",-80.6308061,34.9017106,Union County Public Schools,Union,B,65.3,2,29.1,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
805,410451,John Van Lindley Elementary,Greensboro,"2700 Camden Road, Greensboro, NC 27403",-79.8305803,36.0722962,Guilford County Schools,Guilford,B,65.2,2,54.1,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
806,860339,Pilot Mountain Elementary,Pilot Mountain,"218 Friends St., Pilot Mountain, NC 27041",-80.4700226,36.3902983,Surry County Schools,Surry,C,65.2,2,52.5,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
807,180302,Harry M Arndt Middle,Hickory,"3350 34th Street Drive NE, Hickory, NC 28601",-81.2675079,35.7759251,Catawba County Schools,Catawba,B,65.2,2,50.1,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
808,260366,Howard L Hall Elementary,Fayetteville,"526 Andrews Road, Fayetteville, NC 28311",-78.887306,35.157285,Cumberland County Schools,Cumberland,C,65.2,2,48,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
809,440378,Pisgah High,Canton,"1 Black Bear Drive, Canton, NC 28716",-82.8414076,35.5217392,Haywood County Schools,Haywood,B,65.2,2,40.9,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
810,98B000,Wilson Preparatory Academy,Wilson,"2755 Tilghman Rd N, Wilson, NC 27896",-77.9187548,35.7693432,Charter Schools,Wilson,C,65.2,2,7.9,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
811,280304,Cape Hatteras Secondary School,Buxton,"48576 Highway 12, Buxton, NC 27920",-75.55224,35.2656064,Dare County Schools,Dare,B,65.1,2,49.4,0,0,1,47.3,6,5.6,11.4,2,12.9,64768
812,670310,Carolina Forest Elementary,Jacksonville,"141 Carolina Forest Boulevard, Jacksonville, NC 28546",-77.409274,34.811427,Onslow County Schools,Onslow,C,65.1,2,39.7,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
813,130330,R Brown McAllister Elementary,Concord,"541 Sunnyside Drive SE, Concord, NC 28025",-80.5663694,35.3976486,Cabarrus County Schools,Cabarrus,B,65.1,2,39.2,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
814,260318,Jack Britt High,Fayetteville,"7403 Rockfish Road, Fayetteville, NC 28306",-79.0113511,34.977416,Cumberland County Schools,Cumberland,B,65.1,2,35.9,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
815,190341,North Chatham Elementary,Chapel Hill,"3380 Lystra Road, Chapel Hill, NC 27517",-79.037235,35.821518,Chatham County Schools,Chatham,B,65.1,2,34.5,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
816,150312,Camden Middle,Camden,"248 Scotland Road, Camden, NC 27921",-76.174118,36.361001,Camden County Schools,Camden,B,65.1,2,25.4,3.2,0,0.9,11.9,12.6,9.2,18.4,2,9,65955
817,510327,Cleveland High,Clayton,"1892 Polenta Rd, Clayton, NC 27520",-78.4995228,35.5536479,Johnston County Schools,Johnston,B,65.1,2,24.6,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
818,510329,Cleveland Middle,Garner,"2323 Cornwallis Road, Garner, NC 27529",-78.549963,35.575294,Johnston County Schools,Johnston,B,65.1,2,21.8,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
819,140304,Baton Elementary,Granite Falls,"1400 Baton School Road, Granite Falls, NC 28630",-81.536672,35.809198,Caldwell County Schools,Caldwell,C,65,2,60.2,2.8,7.1,0.5,19.1,17.2,7.6,11.9,1,20.3,43328
820,610310,Deyton Elementary,Spruce Pine,"308 Harris Street, Spruce Pine, NC 28777",-82.0883315,35.909666,Mitchell County Schools,Mitchell,B,65,2,59.2,5.8,0,1.4,23.2,14.7,6.7,7.5,1,23.2,43967
821,770344,Mineral Springs Elementary,Ellerbe,"1426 Green Lake Rd, Ellerbe, NC 28338",-79.7529784,35.0627513,Richmond County Schools,Richmond,B,64.9,2,76.1,0.5,26.6,2.4,31.8,17.9,14.7,42.4,1,29.1,38514
822,300310,Cornatzer Elementary,Mocksville,"552 Cornatzer Road, Mocksville, NC 27028",-80.492513,35.898866,Davie County Schools,Davie,B,64.9,2,49.9,9,0,1.8,19.8,9.3,4.9,15,3,13.5,60801
823,110368,Haw Creek Elementary,Asheville,"21 Trinity Chapel Road, Asheville, NC 28805",-82.505112,35.594724,Buncombe County Schools,Buncombe,B,64.9,2,44.4,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
824,630328,Highfalls Elementary,Bennett,"1220 NC Hwy 22, Bennett, NC 27208",-79.523137,35.485783,Moore County Schools,Moore,C,64.9,2,38.2,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
825,900307,Rocky River Elementary,Monroe,"500 N. Rocky River Road, Monroe, NC 28110",-80.6099778,34.9935544,Union County Public Schools,Union,B,64.8,2,63.4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
826,880330,Rosman Middle,Rosman,"2770 Old Rosman Hwy, Rosman, NC 28772",-82.8206508,35.143301,Transylvania County Schools,Transylvania,B,64.8,2,62.2,2.6,0,0.7,13,11.5,9.7,8.7,2,21.3,51398
827,130325,Charles E Boger Elementary,Kannapolis,"5150 Dove Field Lane, Kannapolis, NC 28081",-80.6618716,35.4550287,Cabarrus County Schools,Cabarrus,B,64.8,2,40.3,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
828,111312,Claxton Elementary,Asheville,"241 Merrimon Avenue, Asheville, NC 28801",-82.553409,35.607753,Asheville City Schools,Buncombe,C,64.8,2,36.2,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
829,660400,Northampton Early College,Gaston,"4671 NC 46 HWY West, Gaston, NC 27832",-77.6653674,36.5055166,Northampton County Schools,Northampton,B,64.8,2,33.1,1.4,20.7,3.4,21.3,20.3,21.7,60.7,1,34.7,37233
830,730332,Helena Elementary,Timberlake,"355 Helena Moriah Rd, Timberlake, NC 27583",-78.9572436,36.2870987,Person County Schools,Person,B,64.8,2,32.4,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2,22.6,50149
831,490338,Lakeshore Middle,Mooresville,"244 Lakeshore School Drive, Mooresville, NC 28117",-80.8874397,35.6082534,Iredell-Statesville Schools,Iredell,C,64.8,2,25,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
832,90B000,Union Day School,Waxhaw,"8120 Kensington Rd, Waxhaw, NC 28173",-80.759708,34.9563293,Charter Schools,Union,C,64.7,2,4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
833,440349,Jonathan Valley Elementary,Waynesville,"410 Hall Drive, Waynesville, NC 28785",-83.0309349,35.5318253,Haywood County Schools,Haywood,B,64.7,2,57.2,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
834,270309,Jarvisburg Elementary,Jarvisburg,"110 Jarvisburg Rd, Jarvisburg, NC 27947",-75.856585,36.199125,Currituck County Schools,Currituck,C,64.7,2,49.1,3,0,2.6,22.8,10.2,2.8,11.5,3,12.4,64426
835,93P000,Rolesville Charter Academy,Rolesville,"908 Eagle Scholars Drive, Rolesville, NC 27571",-78.4797993,35.9088556,Charter Schools,Wake,C,64.7,2,22.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
836,590340,Old Fort Elementary School,Old Fort,"128 Mauney Avenue, Old Fort, NC 28762",-82.179297,35.625723,McDowell County Schools,McDowell,B,64.6,2,68.5,6.4,0,2.3,14.9,13.9,8.9,11.8,2,20.1,43972
837,760364,Tabernacle Elementary,Asheboro,"4901 Tabernacle School Rd, Asheboro, NC 27205",-79.965637,35.733883,Randolph County Schools,Randolph,B,64.6,2,67.1,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
838,290332,Hasty Elementary,Thomasville,"325 Hasty School Road, Thomasville, NC 27360",-80.0813282,35.9223857,Davidson County Schools,Davidson,B,64.6,2,64.4,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
839,995328,Micaville Elementary,Burnsville,"112 State Hwy 80 South, Burnsville, NC 28714",-82.2145758,35.9046666,Yancey County Schools,Yancey,C,64.6,2,55.4,9.1,0,0.7,9,14.3,7.7,7.3,2,23.3,44756
840,300326,Pinebrook Elementary,Mocksville,"477 Pinebrook School Rd, Mocksville, NC 27028",-80.5180759,35.97083,Davie County Schools,Davie,B,64.6,2,35.4,9,0,1.8,19.8,9.3,4.9,15,3,13.5,60801
841,900362,Sun Valley Middle,Indian Trail,"1409 Wesley Chapel Rd, Indian Trail, NC 28079",-80.6495422,35.0424299,Union County Public Schools,Union,C,64.6,2,33,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
842,980338,Forest Hills Middle,Wilson,"1210 Forest Hills, Wilson, NC 27893",-77.9505747,35.7405796,Wilson County Schools,Wilson,B,64.6,2,24.9,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
843,260411,Reid Ross Classical High,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301",-78.8759571,35.1016501,Cumberland County Schools,Cumberland,B,64.5,2,63.5,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
844,995324,East Yancey Middle,Burnsville,"285 Georges Fork Road, Burnsville, NC 28714",-82.2576091,35.9113062,Yancey County Schools,Yancey,B,64.5,2,46.3,9.1,0,0.7,9,14.3,7.7,7.3,2,23.3,44756
845,11D000,The Franklin School of Innovation,Asheville,"21 Innovation Dr, Asheville, NC 28806",-82.6301728,35.5412452,Charter Schools,Buncombe,C,64.5,2,13.4,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
846,50A000,Summit Charter,Cashiers,"370 Mitten Lane, Cashiers, NC 28717",-83.1046636,35.1004404,Charter Schools,Jackson,C,64.5,2,8.1,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2,20.4,44502
847,490348,Scotts Elementary,Statesville,"4743 Taylorsville Hwy, Statesville, NC 28625",-81.01233,35.844344,Iredell-Statesville Schools,Iredell,B,64.4,2,62.2,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
848,181332,Longview Elementary,Hickory,"737 12th Street SW, Hickory, NC 28602",-81.3601358,35.7236825,Hickory City Schools,Catawba,B,64.4,2,54.6,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
849,200330,Murphy Middle,Murphy,"65 Middle School Drive, Murphy, NC 28906",-84.014847,35.10072,Cherokee County Schools,Cherokee,B,64.4,2,47.7,11.1,0,1,9.6,14,8.8,7.6,2,25.8,41262
850,230304,Bethware Elementary,Kings Mountain,"115 Bethware Drive, Kings Mountain, NC 28086",-81.414191,35.248195,Cleveland County Schools,Cleveland,C,64.4,2,45.4,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
851,290348,North Davidson High,Lexington,"7227 Old US Hwy 52, Lexington, NC 27295",-80.2489835,35.9248677,Davidson County Schools,Davidson,B,64.4,2,25.2,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
852,170334,North Elementary,Providence,"10390 NC Hwy 86 N, Providence, NC 27315",-79.396737,36.529202,Caswell County Schools,Caswell,C,64.3,2,57.4,2.4,26.5,1.6,21,19.3,12.7,38.1,1,26.5,45517
853,410448,Lincoln Academy,Greensboro,"1016 Lincoln Street, Greensboro, NC 27401",-79.7660095,36.0620896,Guilford County Schools,Guilford,C,64.3,2,56.8,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
854,850358,West Stokes High,King,"1400 Priddy Road, King, NC 27021",-80.3758359,36.3140098,Stokes County Schools,Stokes,B,64.3,2,38,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
855,630331,New Century Middle,Cameron,"1577 Union Church Road, Cameron, NC 28326",-79.3554441,35.3245088,Moore County Schools,Moore,C,64.3,2,32.6,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
856,130331,Pitts School Road Elementary,Concord,"720 Pitts School Road SW, Concord, NC 28027",-80.646722,35.342971,Cabarrus County Schools,Cabarrus,C,64.3,2,31.5,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
857,680332,Orange High,Hillsborough,"500 Orange High Rd, Hillsborough, NC 27278",-79.0930352,36.0922909,Orange County Schools,Orange,B,64.3,2,30.5,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
858,410553,Southern Elementary,Greensboro,"5720 Drake Road, Greensboro, NC 27406",-79.8541196,35.9472785,Guilford County Schools,Guilford,C,64.2,2,68.1,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
859,700328,Weeksville Elementary,Elizabeth City,"1170 Salem Church Rd, Elizabeth City, NC 27909",-76.1685,36.2046,Pasquotank County Schools,Pasquotank,C,64.2,2,56.9,1.7,14.1,1.7,29.5,10.4,8.1,44.7,1,28.9,46355
860,120350,Liberty Middle,Morganton,"529 Enola Road, Morganton, NC 28655",-81.6716115,35.709395,Burke County Schools,Burke,B,64.2,2,48.9,2.7,0,0.9,23.2,17,12.5,17.6,2,19.9,44946
861,110379,North Buncombe Elementary,Weaverville,"251 Flat Creek Church Rd, Weaverville, NC 28787",-82.5685725,35.7460269,Buncombe County Schools,Buncombe,C,64.2,2,48.6,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
862,320370,Rogers-Herr Middle,Durham,"911 Cornwallis Road, Durham, NC 27707",-78.934848,35.972583,Durham Public Schools,Durham,B,64.2,2,46.2,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
863,600534,Smithfield Elementary,Charlotte,"3200 Smithfield Church Rd, Charlotte, NC 28210",-80.8513579,35.1103291,Charlotte-Mecklenburg Schools,Mecklenburg,C,64.2,2,42.6,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
864,360378,Stuart W Cramer High,Belmont,"101 Lakewood Rd, Belmont, NC 28012",-81.063547,35.246313,Gaston County Schools,Gaston,B,64.2,2,37.3,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
865,970389,West Wilkes Middle School,Wilkesboro,"1677 North NC Hwy 16, Wilkesboro, NC 28697",-81.2411836,36.1694871,Wilkes County Schools,Wilkes,B,64.2,2,36.4,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
866,950332,Valle Crucis Elementary,Sugar Grove,"2998 Broadstone Road, Sugar Grove, NC 28679",-81.7782299,36.209344,Watauga County Schools,Watauga,B,64.2,2,33.8,3.1,24.4,0.8,9.8,8.1,6.6,7.4,3,14.2,48489
867,39B000,Oxford Preparatory,Oxford,"6041 Landis Rd, Oxford, NC 27565",-78.5577229,36.3361813,Charter Schools,Granville,C,64.2,2,9,4,13,1.3,6.7,11.9,10.2,41.4,2,18.4,58956
868,130338,Weddington Hills Elementary,Concord,"4401 Weddington Road, Concord, NC 28025",-80.648414,35.395178,Cabarrus County Schools,Cabarrus,B,64.1,2,53.4,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
869,180326,Charles H Tuttle Elementary,Maiden,"2872 Water Plant Road, Maiden, NC 28650",-81.157767,35.588884,Catawba County Schools,Catawba,C,64.1,2,47.6,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
870,10406,Woodlawn Middle,Mebane,"3970 Mebane Rogers Road, Mebane, NC 27302",-79.3038618,36.1152028,Alamance-Burlington Schools,Alamance,C,64.1,2,46.3,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
871,980320,Frederick Douglass Elementary,Elm City,"5544 Lake Wilson Rd, Elm City, NC 27822",-77.870685,35.806823,Wilson County Schools,Wilson,C,64.1,2,41.9,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
