id,code,name,city,full_address,long,lat,district,county,SPgrade,EOG_18_19,EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,parent,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
1477,20316,Hiddenite Elementary,Hiddenite,"374 Sulphur Springs Road, Hiddenite, NC 28636",-81.0893554,35.9071151,Alexander County Schools,Alexander,C,54,3,61,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
1478,960324,Charles B Aycock High,Pikeville,"5460 US 117 North, Pikeville, NC 27863",-77.9790035,35.5094989,Wayne County Public Schools,Wayne,C,54,3,42.1,2.1,33.2,1.2,10.4,13.8,11,46,1,29.4,41572
1479,920546,Rolesville High,Rolesville,"1099 East Young St, Rolesville, NC 27571",-78.4426446,35.906475,Wake County Schools,Wake,C,54,3,39.6,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
1480,240388,Williams Township,Whiteville,"10400 James B White Hwy, Whiteville, NC 28472",-78.764188,34.204416,Columbus County Schools,Columbus,C,53.9,3,69.5,6.9,17.8,1.6,20.5,15,20.3,40.1,1,34,36862
1481,380306,Robbinsville Elementary,Robbinsville,"54 Moose Branch Road, Robbinsville, NC 28771",-83.8092207,35.3274575,Graham County Schools,Graham,C,53.9,3,68.4,6.2,0,1.4,18.3,16.1,6.9,13,1,24.3,39502
1482,180332,Claremont Elementary,Claremont,"3384 E Main Street, Claremont, NC 28610",-81.1419061,35.7176915,Catawba County Schools,Catawba,C,53.9,3,66.7,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
1483,181318,Hickory Career Arts Magnet High School,Hickory,"409 8th Avenue NE, Hickory, NC 28601",-81.3310988,35.743252,Hickory City Schools,Catawba,C,53.9,3,53.7,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
1484,800392,Rockwell Elementary,Rockwell,"114 Link St, Rockwell, NC 28138",-80.415781,35.5561409,Rowan-Salisbury Schools,Rowan,C,53.9,3,45.7,3.3,6.7,1.7,14.3,13.8,10.1,27.4,2,24,46864
1485,670340,Richlands High,Richlands,"8100 Richlands Hwy, Richlands, NC 28574",-77.5440289,34.8917066,Onslow County Schools,Onslow,B,53.9,3,42.9,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
1486,600462,Mountain Island Lake Academy,Charlotte,"7905 Pleasant Grove Rd, Charlotte, NC 28216",-80.9284637,35.3080846,Charlotte-Mecklenburg Schools,Mecklenburg,C,53.9,3,37.4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1487,65F000,Coastal Preparatory Academy,Wilmington,"1135 Pandion Dr, Wilmington, NC 28411",-77.7671752,34.312321,Charter Schools,New Hanover,C,53.9,3,16.4,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
1488,550332,Lincolnton High,Lincolnton,"803 N Aspen St, Lincolnton, NC 28092",-81.260353,35.47962,Lincoln County Schools,Lincoln,C,53.8,3,60.5,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
1489,510358,McGee's Crossroads Elem,Angier,"10330 NC Hwy 50 North, Angier, NC 27501",-78.577203,35.513214,Johnston County Schools,Johnston,C,53.8,3,44.4,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
1490,840342,Oakboro Choice STEM,Oakboro,"1244 N Main St, Oakboro, NC 28129",-80.335532,35.234039,Stanly County Schools,Stanly,C,53.8,3,41,7,0,1.8,15,13.8,4,18.6,2,18.6,51491
1491,980318,Beddingfield High,Wilson,"4510 Old Stantonsburg Rd, Wilson, NC 27893",-77.8758512,35.6600796,Wilson County Schools,Wilson,C,53.8,3,24.1,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
1492,181316,Grandview Middle,Hickory,"451 Catawba Valley Boulevard, Hickory, NC 28602",-81.3306379,35.704391,Hickory City Schools,Catawba,C,53.7,3,74,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
1493,490326,East Iredell Elementary,Statesville,"400 E Elementary Rd, Statesville, NC 28625",-80.8363084,35.8040672,Iredell-Statesville Schools,Iredell,C,53.7,3,62.7,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
1494,170342,South Elementary,Mebane,"8925 NC Hwy 86 S, Mebane, NC 27302",-79.239018,36.328911,Caswell County Schools,Caswell,C,53.7,3,50.7,2.4,26.5,1.6,21,19.3,12.7,38.1,1,26.5,45517
1495,92L000,Torchlight Academy,Raleigh,"3211 Bramer Drive, Raleigh, NC 27604",-78.6067997,35.8273635,Charter Schools,Wake,C,53.7,3,50.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
1496,180372,Saint Stephens Elementary,Conover,"684 30th Street NE, Conover, NC 28613",-81.2734772,35.7329893,Catawba County Schools,Catawba,C,53.7,3,46.5,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
1497,970320,East Wilkes High School,Ronda,"13315 Elkin Hwy 268, Ronda, NC 28670",-80.9275798,36.2268971,Wilkes County Schools,Wilkes,B,53.7,3,41.3,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
1498,730350,Person Early College Innovation & Ldrshp,Roxboro,"1715 College Dr, Roxboro, NC 27573",-78.979532,36.4314529,Person County Schools,Person,C,53.7,3,37.8,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2,22.6,50149
1499,770310,East Rockingham Elementary,Rockingham,"154 Chalk Road, Rockingham, NC 28379",-79.7509404,34.8938929,Richmond County Schools,Richmond,C,53.6,3,84,0.5,26.6,2.4,31.8,17.9,14.7,42.4,1,29.1,38514
1500,930348,Vaughan Elementary,Macon,"2936 US Hwy 158E, Macon, NC 27551",-77.9988787,36.4215377,Warren County Schools,Warren,C,53.6,3,59.7,2.7,26.5,2.1,14.9,16.1,18.7,61.2,1,29.7,38430
1501,760320,Farmer Elementary,Asheboro,"3557 Grange Hall Rd, Asheboro, NC 27205",-79.971027,35.641768,Randolph County Schools,Randolph,C,53.6,3,56.5,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
1502,10347,Audrey W. Garrett Elementary,Mebane,"3224 Old Hillsborough Road, Mebane, NC 27302",-79.2968657,36.0616231,Alamance-Burlington Schools,Alamance,C,53.6,3,55.9,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
1503,600503,Piney Grove Elementary,Charlotte,"8801 Eaglewind Dr, Charlotte, NC 28212",-80.730872,35.173359,Charlotte-Mecklenburg Schools,Mecklenburg,C,53.6,3,48.5,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1504,430371,Overhills High,Spring Lake,"2495 Ray Road, Spring Lake, NC 28390",-78.9696329,35.2454417,Harnett County Schools,Harnett,B,53.6,3,43.9,2.9,1.8,1.7,13.4,10.5,7.9,37.6,2,20.5,51225
1505,761332,Lindley Park Elementary,Asheboro,"312 Cliff Rd, Asheboro, NC 27203",-79.8069984,35.7020689,Asheboro City Schools,Randolph,C,53.5,3,72.5,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
1506,291340,Pickett Elementary School,Lexington,"200 Biesecker Road, Lexington, NC 27292",-80.2651491,35.8459429,Lexington City Schools,Davidson,C,53.5,3,64.6,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
1507,260348,Cumberland Mills Elementary,Fayetteville,"2576 Hope Mills Road, Fayetteville, NC 28306",-78.969242,35.002474,Cumberland County Schools,Cumberland,C,53.5,3,62.8,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
1508,840328,North Stanly Middle,New London,"36605 Old Salisbury Rd, New London, NC 28127",-80.2332913,35.4115232,Stanly County Schools,Stanly,C,53.5,3,51.4,7,0,1.8,15,13.8,4,18.6,2,18.6,51491
1509,920396,Douglas Elementary,Raleigh,"600 Ortega Rd, Raleigh, NC 27609",-78.62925,35.839934,Wake County Schools,Wake,D,53.5,3,32.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
1510,60B000,Sugar Creek Charter,Charlotte,"4101 N Tryon Street, Charlotte, NC 28206",-80.797505,35.257276,Charter Schools,Mecklenburg,C,53.4,3,79.2,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1511,820370,Union Middle,Clinton,"455 River Road, Clinton, NC 28328",-78.255341,34.867568,Sampson County Schools,Sampson,C,53.4,3,73.8,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
1512,740402,Wellcome Middle,Greenville,"3101 N Memorial Drive, Greenville, NC 27834",-77.363493,35.668074,Pitt County Schools,Pitt,C,53.4,3,73.4,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
1513,30320,Sparta Elementary,Sparta,"450 N Main Street, Sparta, NC 28675",-81.1269367,36.5095717,Alleghany County Schools,Alleghany,C,53.4,3,69.9,5.2,0,3.7,19.4,17.8,13,12.9,2,29.2,39735
1514,360310,Ashbrook High,Gastonia,"2222 S New Hope Road, Gastonia, NC 28054",-81.1274274,35.2432229,Gaston County Schools,Gaston,B,53.4,3,60.7,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
1515,430358,Lillington-Shawtown Elementary,Lillington,"855 Old US 421, Lillington, NC 27546",-78.8365321,35.3929958,Harnett County Schools,Harnett,C,53.4,3,59.2,2.9,1.8,1.7,13.4,10.5,7.9,37.6,2,20.5,51225
1516,600426,Independence High,Charlotte,"1967 Patriot Dr, Charlotte, NC 28227",-80.6874383,35.1972437,Charlotte-Mecklenburg Schools,Mecklenburg,B,53.4,3,51.1,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1517,66A000,KIPP Gaston College Preparatory,Gaston,"320 Pleasant Hill Road, Gaston, NC 27832",-77.640179,36.504154,Charter Schools,Northampton,C,53.4,3,43,1.4,20.7,3.4,21.3,20.3,21.7,60.7,1,34.7,37233
1518,61X000,Mountain Island Day Community Charter,Charlotte,"1209 Little Rock Rd, Charlotte, NC 28214",-80.9396303,35.2622679,Charter Schools,Mecklenburg,C,53.4,3,9.2,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1519,780340,Long Branch Elementary,Lumberton,"10218 NC 72 East, Lumberton, NC 28358",-78.957254,34.5384135,Robeson County Schools,Robeson,C,53.3,3,87,9.9,39.3,1.4,19.1,19.8,19.3,74.2,1,34.7,35407
1520,540312,E B Frink Middle,La Grange,"102 N Martin Luther King Jr Dr, La Grange, NC 28551",-77.7930737,35.3154999,Lenoir County Public Schools,Lenoir,C,53.3,3,66.3,4.2,21.2,1.7,13.7,13.5,11.3,50.3,1,37.2,40433
1521,860352,Surry Central High,Dobson,"716 South Main Street, Dobson, NC 27017",-80.7148274,36.3817857,Surry County Schools,Surry,C,53.3,3,60,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
1522,310308,Beulaville Elementary,Beulaville,"138 Lyman Road, Beulaville, NC 28518",-77.764042,34.919506,Duplin County Schools,Duplin,C,53.3,3,59.8,1.6,28.7,0.9,26.6,23.4,14.3,48.2,1,27.3,42725
1523,720320,Perquimans County Middle,Winfall,"312 W Main Street, Winfall, NC 27985",-76.4717625,36.2216001,Perquimans County Schools,Perquimans,C,53.3,3,59.7,3.2,28.9,1.8,21.4,12.1,10.1,27,1,26.5,48337
1524,920488,Lynn Road Elementary,Raleigh,"1601 Lynn Rd, Raleigh, NC 27612",-78.6676154,35.8703574,Wake County Schools,Wake,C,53.3,3,54.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
1525,550360,S Ray Lowder Elementary,Lincolnton,"350 Kennedy Dr, Lincolnton, NC 28092",-81.244483,35.463094,Lincoln County Schools,Lincoln,C,53.3,3,46.8,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
1526,600351,Coulwood STEM Academy,Charlotte,"500 Kentberry Dr, Charlotte, NC 28214",-80.9446695,35.3039568,Charlotte-Mecklenburg Schools,Mecklenburg,C,53.3,3,44.3,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1527,960382,Spring Creek Elementary,Goldsboro,"1050 St John Church Rd, Goldsboro, NC 27534",-77.8729605,35.2826446,Wayne County Public Schools,Wayne,C,53.2,3,72.7,2.1,33.2,1.2,10.4,13.8,11,46,1,29.4,41572
1528,540344,Woodington Middle,Kinston,"4939 Hwy 258 South, Kinston, NC 28504",-77.633921,35.15916,Lenoir County Public Schools,Lenoir,C,53.2,3,61.3,4.2,21.2,1.7,13.7,13.5,11.3,50.3,1,37.2,40433
1529,120364,Oak Hill Elementary,Morganton,"2363 NC 181, Morganton, NC 28655",-81.7573243,35.7765261,Burke County Schools,Burke,C,53.2,3,54.3,2.7,0,0.9,23.2,17,12.5,17.6,2,19.9,44946
1530,550368,West Lincoln High,Lincolnton,"172 Shoal Rd, Lincolnton, NC 28092",-81.389974,35.485337,Lincoln County Schools,Lincoln,C,53.2,3,46.6,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
1531,790314,Dalton McMichael High,Mayodan,"6845 Hwy 135, Mayodan, NC 27027",-79.9426166,36.4172668,Rockingham County Schools,Rockingham,C,53.2,3,42.8,0.2,14.6,2.3,17.8,15.9,15.2,26.7,1,24.2,41869
1532,90320,Clarkton School of Discovery,Clarkton,"10000 North College Street, Clarkton, NC 28433",-78.6535959,34.4945624,Bladen County Schools,Bladen,C,53.1,3,71.2,2.4,16.2,0.9,7.1,19.1,15.8,44.7,1,41.8,36976
1533,80348,Aulander Elementary,Aulander,"2515 NC Highway 305 North, Aulander, NC 27805",-77.1058429,36.2154879,Bertie County Schools,Bertie,C,53.1,3,63.9,2.3,0,2,8,21.1,16.1,64.9,1,30.4,35433
1534,790350,Monroeton Elementary,Reidsville,"8081 US Highway 158, Reidsville, NC 27320",-79.1235438,36.3851315,Rockingham County Schools,Rockingham,C,53.1,3,60.2,0.2,14.6,2.3,17.8,15.9,15.2,26.7,1,24.2,41869
1535,430370,Overhills Middle,Spring Lake,"2711 Ray Road, Spring Lake, NC 28390",-78.9680045,35.24842,Harnett County Schools,Harnett,C,53.1,3,57.5,2.9,1.8,1.7,13.4,10.5,7.9,37.6,2,20.5,51225
1536,182316,Newton-Conover High,Newton,"338 W 15th Street, Newton, NC 28658",-81.225474,35.679071,Newton Conover City Schools,Catawba,B,53.1,3,53.7,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
1537,420348,Pittman Elementary Leadership Academy,Enfield,"25041 Hwy 561, Enfield, NC 27823",-77.7433597,36.2641921,Halifax County Schools,Halifax,C,53,3,68.8,4.9,51.2,3.1,25.7,18.1,15.4,61.5,1,31.3,36760
1538,260427,South View High,Hope Mills,"4184 Elk Road, Hope Mills, NC 28348",-78.9280286,34.9787173,Cumberland County Schools,Cumberland,B,53,3,64.9,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
1539,760359,Southmont Elementary,Asheboro,"2497 Southmont School Road, Asheboro, NC 27205",-79.834551,35.6455032,Randolph County Schools,Randolph,C,53,3,62.8,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
1540,100335,South Brunswick Middle,Southport,"100 Cougar Drive BSL, Southport, NC 28461",-78.048488,34.00855,Brunswick County Schools,Brunswick,C,53,3,61.9,4.6,8.9,0.5,14.4,7.8,10.3,17,3,19,60163
1541,410522,Pilot Elementary,Greensboro,"4701 Chimney Springs Drive, Greensboro, NC 27407",-79.8918642,36.0261646,Guilford County Schools,Guilford,C,53,3,59.9,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
1542,630376,Westmoore Elementary,Seagrove,"2159 NC Hwy 705, Seagrove, NC 27341",-79.686203,35.485844,Moore County Schools,Moore,C,53,3,55.7,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
1543,670336,Northwoods Park Middle,Jacksonville,"904 Sioux Dr, Jacksonville, NC 28540",-77.43777,34.772811,Onslow County Schools,Onslow,C,53,3,55.4,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
1544,710316,Burgaw Middle,Burgaw,"500 South Wright Street, Burgaw, NC 28425",-77.9245567,34.5450238,Pender County Schools,Pender,C,52.9,3,88.3,3,0,1.5,14.3,9.7,6.7,23.9,3,20.8,54900
1545,820388,Union High,Rose Hill,"1189 Kader Merritt Road, Rose Hill, NC 28458",-78.242059,34.808835,Sampson County Schools,Sampson,C,52.9,3,70.1,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
1546,960340,Greenwood Middle,Goldsboro,"3209 E Ash Street, Goldsboro, NC 27534",-77.9418454,35.3666951,Wayne County Public Schools,Wayne,C,52.9,3,57.2,2.1,33.2,1.2,10.4,13.8,11,46,1,29.4,41572
1547,230370,Union Elementary,Shelby,"1440 Union Church Road, Shelby, NC 28150",-81.6188899,35.3898579,Cleveland County Schools,Cleveland,C,52.9,3,52.6,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
1548,810396,Spindale Elementary School,Spindale,"161 N Oak St, Spindale, NC 28160",-81.933071,35.359826,Rutherford County Schools,Rutherford,C,52.8,3,64,12.5,11.4,2,16.6,13.3,11.6,16,1,25.9,42831
1549,290367,South Davidson Middle,Denton,"14954 NC Hwy 109 South, Denton, NC 27239",-80.1033943,35.673509,Davidson County Schools,Davidson,C,52.8,3,57.7,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
1550,310344,East Duplin High,Beulaville,"394 North NC Highway 111, Beulaville, NC 28518",-77.7831902,34.9408843,Duplin County Schools,Duplin,B,52.8,3,56.6,1.6,28.7,0.9,26.6,23.4,14.3,48.2,1,27.3,42725
1551,350312,Cedar Creek Middle,Youngsville,"2228 Cedar Creek Road, Youngsville, NC 27596",-78.4500675,36.0406805,Franklin County Schools,Franklin,C,52.8,3,52.9,0.8,11.8,1,4.8,12.6,9.2,35.7,2,18.7,57710
1552,410595,Western Guilford High,Greensboro,"409 Friendway Road, Greensboro, NC 27410",-79.9078675,36.0822034,Guilford County Schools,Guilford,C,52.8,3,50.9,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
1553,920608,West Millbrook Middle,Raleigh,"8115 Strickland Rd, Raleigh, NC 27615",-78.632059,35.892777,Wake County Schools,Wake,C,52.8,3,46.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
1554,530341,SanLee Middle School,Sanford,"2309 Tramway Rd, Sanford, NC 27332",-79.188447,35.4371297,Lee County Schools,Lee,C,52.7,3,73.5,1.6,14.1,1.5,28.9,14.3,5.7,41.3,2,22.2,48984
1555,930344,South Warren Elementary,Warrenton,"216 Shocco Springs Rd, Warrenton, NC 27589",-78.1993562,36.3198011,Warren County Schools,Warren,C,52.7,3,65.6,2.7,26.5,2.1,14.9,16.1,18.7,61.2,1,29.7,38430
1556,410436,James Y Joyner Elementary,Greensboro,"3300 Normandy Road, Greensboro, NC 27408",-79.8163312,36.1156853,Guilford County Schools,Guilford,C,52.7,3,55.7,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
1557,360432,Kiser Elementary,Stanley,"311 E College Street, Stanley, NC 28164",-81.0925822,35.3615367,Gaston County Schools,Gaston,C,52.7,3,54.9,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
1558,510374,Princeton Elementary,Princeton,"650 Holt's Pond Rd, Princeton, NC 27569",-78.176366,35.464793,Johnston County Schools,Johnston,C,52.7,3,51.9,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
1559,860336,North Surry High,Mount Airy,"2440 W Pine Street, Mount Airy, NC 27030",-80.673766,36.504944,Surry County Schools,Surry,C,52.7,3,51.8,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
1560,20302,Alexander Central High,Taylorsville,"223 School Drive, Taylorsville, NC 28681",-81.1893043,35.9167533,Alexander County Schools,Alexander,B,52.7,3,38.3,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
1561,920348,Needham Broughton High,Raleigh,"723 Saint Mary's St, Raleigh, NC 27605",-78.652361,35.790018,Wake County Schools,Wake,C,52.7,3,26.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
1562,430348,Johnsonville Elementary,Cameron,"18495 NC HWY 27 West, Cameron, NC 28326",-79.09859,35.300301,Harnett County Schools,Harnett,C,52.6,3,63.3,2.9,1.8,1.7,13.4,10.5,7.9,37.6,2,20.5,51225
1563,260342,C Wayne Collier Elementary,Hope Mills,"3522 Sturbridge Drive, Hope Mills, NC 28348",-78.9828536,34.9767886,Cumberland County Schools,Cumberland,C,52.6,3,54.2,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
1564,60332,Riverside Elementary,Newland,"8020 US 19E Hwy South, Newland, NC 28657",-81.9663918,36.143764,Avery County Schools,Avery,C,52.6,3,51.6,4.1,0,0.7,45.9,16.5,15.4,10.9,2,24.4,41701
1565,920542,Reedy Creek Elementary,Cary,"940 Reedy Creek Road, Cary, NC 27513",-78.7682923,35.8127414,Wake County Schools,Wake,C,52.5,3,56,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
1566,900352,Prospect Elementary,Monroe,"3005 Ruben Rd, Monroe, NC 28112",-80.6138718,34.8603065,Union County Public Schools,Union,C,52.5,3,41,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
1567,450308,Dana Elementary,Hendersonville,"690 Ridge Road, Hendersonville, NC 28792",-82.3734968,35.3384002,Henderson County Schools,Henderson,C,52.4,3,78,7.8,4.1,1,13.1,8.2,5.6,15.9,3,15,54012
1568,510360,Meadow School,Benson,"7507 NC Hwy 50 S, Benson, NC 27504",-78.4530808,35.3209697,Johnston County Schools,Johnston,C,52.4,3,60.4,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
1569,740330,Creekside Elementary,Winterville,"431 Forlines Road, Winterville, NC 28590",-77.421865,35.535824,Pitt County Schools,Pitt,C,52.4,3,59.8,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
1570,640384,Swift Creek Elementary,Whitakers,"2420 Swift Creek School Road, Whitakers, NC 27891",-77.898183,36.108381,Nash-Rocky Mount Schools,Nash,C,52.4,3,49.8,4.8,0,2,13.8,11.2,7.6,50,1,20.7,50122
1571,230324,Crest High,Shelby,"800 Old Boiling Springs, Shelby, NC 28152",-81.613426,35.274696,Cleveland County Schools,Cleveland,C,52.4,3,44.9,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
1572,360400,Gardner Park Elementary,Gastonia,"738 Armstrong Park Road, Gastonia, NC 28054",-81.1327935,35.2511249,Gaston County Schools,Gaston,C,52.4,3,44.5,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
1573,100310,Jessie Mae Monroe Elementary,Ash,"250 Pea Landing Road NW, Ash, NC 28420",-78.5478958,33.9477454,Brunswick County Schools,Brunswick,C,52.3,3,73.3,4.6,8.9,0.5,14.4,7.8,10.3,17,3,19,60163
1574,430328,Coats Elementary,Coats,"585 Brick Mill Road, Coats, NC 27521",-78.6799605,35.4004815,Harnett County Schools,Harnett,C,52.3,3,64.3,2.9,1.8,1.7,13.4,10.5,7.9,37.6,2,20.5,51225
1575,340520,South Fork Elementary,Winston Salem,"4332 Country Club Road, Winston Salem, NC 27104",-80.3254094,36.0833847,Forsyth County Schools,Forsyth,C,52.3,3,59.3,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
1576,690320,Pamlico County High,Bayboro,"601 Main Street, Bayboro, NC 28515",-76.778686,35.1415602,Pamlico County Schools,Pamlico,C,52.3,3,54.7,6.7,0,2.5,16.1,10.7,11.6,25,2,28.1,46447
1577,670347,Stateside Elementary,Jacksonville,"132 Stateside Blvd, Jacksonville, NC 28546",-77.4805042,34.8558591,Onslow County Schools,Onslow,C,52.3,3,42.9,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
1578,600429,Governors Village STEM Academy (Upper),Charlotte,"7810 Neal Rd, Charlotte, NC 28262",-80.7761077,35.2968915,Charlotte-Mecklenburg Schools,Mecklenburg,C,52.3,3,34,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1579,120340,Hillcrest Elementary,Morganton,"201 Tennessee Street, Morganton, NC 28655",-81.6743444,35.7539882,Burke County Schools,Burke,C,52.2,3,91.9,2.7,0,0.9,23.2,17,12.5,17.6,2,19.9,44946
1580,180388,Webb A Murray Elementary,Hickory,"3901 Section House Road, Hickory, NC 28601",-81.2510228,35.7393959,Catawba County Schools,Catawba,C,52.2,3,77.5,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
1581,470316,J W McLauchlin Elementary,Raeford,"326 N Main St, Raeford, NC 28376",-79.222822,34.9819656,Hoke County Schools,Hoke,C,52.2,3,71.9,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2,24.8,47892
1582,230357,North Elementary,Kings Mountain,"900 N Ramseur Street, Kings Mountain, NC 28086",-81.3410462,35.2547664,Cleveland County Schools,Cleveland,C,52.2,3,65.5,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
1583,760352,Randleman Middle,Randleman,"800 High Point St, Randleman, NC 27317",-79.819674,35.8249473,Randolph County Schools,Randolph,C,52.2,3,65,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
1584,600300,Albemarle Road Elementary,Charlotte,"7800 Riding Trail Rd, Charlotte, NC 28212",-80.729483,35.197161,Charlotte-Mecklenburg Schools,Mecklenburg,C,52.2,3,57.7,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1585,600586,Winding Springs Elementary,Charlotte,"6601 Horace Mann Rd, Charlotte, NC 28269",-80.8286961,35.3063128,Charlotte-Mecklenburg Schools,Mecklenburg,C,52.2,3,48.6,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1586,970348,Mountain View Elementary School,Hays,"5464 Mountain View Rd, Hays, NC 28635",-81.1160644,36.2486906,Wilkes County Schools,Wilkes,C,52.2,3,40.7,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
1587,800361,Carson High,China Grove,"290 Kress Venture Dr, China Grove, NC 28023",-80.5437594,35.5662693,Rowan-Salisbury Schools,Rowan,B,52.2,3,40.5,3.3,6.7,1.7,14.3,13.8,10.1,27.4,2,24,46864
1588,410562,Southwest Guilford High,High Point,"4364 Barrow Road, High Point, NC 27265",-79.9888631,36.0468091,Guilford County Schools,Guilford,B,52.2,3,39.1,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
1589,430384,Western Harnett High,Lillington,"10637 NC Hwy 27 West, Lillington, NC 27546",-78.980964,35.3362054,Harnett County Schools,Harnett,B,52.1,3,50.1,2.9,1.8,1.7,13.4,10.5,7.9,37.6,2,20.5,51225
1590,450344,Sugarloaf Elementary,Hendersonville,"2270 Sugarloaf Rd, Hendersonville, NC 28792",-82.403233,35.3396786,Henderson County Schools,Henderson,C,52.1,3,46.4,7.8,4.1,1,13.1,8.2,5.6,15.9,3,15,54012
1591,270306,Currituck County High,Barco,"4203 Caratoke Hwy, Barco, NC 27917",-75.9679957,36.372479,Currituck County Schools,Currituck,C,52.1,3,24.3,3,0,2.6,22.8,10.2,2.8,11.5,3,12.4,64426
1592,350338,Terrell Lane Middle,Louisburg,"101 Terrell Lane, Louisburg, NC 27549",-78.2768152,36.1027612,Franklin County Schools,Franklin,C,52,3,71.9,0.8,11.8,1,4.8,12.6,9.2,35.7,2,18.7,57710
