id,EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,parent,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
715,2,37.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
716,2,36.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
717,2,33.3,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
718,2,69.5,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
719,2,49.3,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
720,2,48.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
721,2,44,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
722,2,37.7,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
723,2,35.9,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
724,2,76.8,6.9,17.8,1.6,20.5,15,20.3,40.1,1,34,36862
725,2,72,4.2,21.2,1.7,13.7,13.5,11.3,50.3,1,37.2,40433
726,2,61,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
727,2,55.1,4,13,1.3,6.7,11.9,10.2,41.4,2,18.4,58956
728,2,41.2,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2,24.8,47892
729,2,35.3,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
730,2,55.7,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
731,2,50.9,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
732,2,45,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
733,2,38.3,11.1,0,1,9.6,14,8.8,7.6,2,25.8,41262
734,2,65.8,6.9,17.8,1.6,20.5,15,20.3,40.1,1,34,36862
735,2,16.1,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
736,2,40.9,12.5,11.4,2,16.6,13.3,11.6,16,1,25.9,42831
737,2,58.8,0.8,11.8,1,4.8,12.6,9.2,35.7,2,18.7,57710
738,2,52.4,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
739,2,47.3,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
740,2,39.5,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
741,2,34.1,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
742,2,21,0,0,1,47.3,6,5.6,11.4,2,12.9,64768
743,2,67.6,0.8,11.8,1,4.8,12.6,9.2,35.7,2,18.7,57710
744,2,52.5,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
745,2,52.3,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
746,2,36.2,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
747,2,11,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
748,2,7.9,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
749,2,53.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
750,2,51.5,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
751,2,43.2,0.2,14.6,2.3,17.8,15.9,15.2,26.7,1,24.2,41869
752,2,40.2,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
753,2,48.1,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
754,2,37.3,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
755,2,25.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
756,2,25.5,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
757,2,67,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
758,2,55,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
759,2,41.8,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
760,2,34.1,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
761,2,66.7,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
762,2,63.2,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
763,2,60.8,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
764,2,59.4,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
765,2,48.2,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
766,2,40.3,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
767,2,32.4,3.3,6.7,1.7,14.3,13.8,10.1,27.4,2,24,46864
768,2,29.2,0,0,1,47.3,6,5.6,11.4,2,12.9,64768
769,2,22.2,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
770,2,20.5,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
771,2,66.9,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
772,2,63.3,3.1,0,1.2,31.1,16.8,13.9,15.2,2,20.2,49070
773,2,54.1,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
774,2,49.8,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
775,2,48.2,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2,22.6,50149
776,2,27.2,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
777,2,27,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
778,2,10,5,0,1.8,29.2,11.8,12,33.8,1,26.2,46411
779,2,59.1,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
780,2,54.3,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
781,2,50.6,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2,22.5,50748
782,2,44.4,3.3,6.7,1.7,14.3,13.8,10.1,27.4,2,24,46864
783,2,26.5,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
784,2,61.9,2.8,7.1,0.5,19.1,17.2,7.6,11.9,1,20.3,43328
785,2,54.3,4.8,0,2,13.8,11.2,7.6,50,1,20.7,50122
786,2,43.4,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
787,2,37.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
788,2,29.7,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
789,2,26.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
790,2,18.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
791,2,71.1,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
792,2,64.6,2,46.7,1.4,24.1,16.3,5.4,66.5,1,30.6,38216
793,2,61.1,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
794,2,40,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
795,2,30.9,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
796,2,52.9,6.4,0,2.3,14.9,13.9,8.9,11.8,2,20.1,43972
797,2,48.6,3.1,24.4,0.8,9.8,8.1,6.6,7.4,3,14.2,48489
798,2,46.2,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
799,2,29.6,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
800,2,13.9,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
801,2,64.2,0.5,0,0,8.5,10.3,8.3,6.2,2,20.5,42878
802,2,48.9,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
803,2,42.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
804,2,29.1,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
805,2,54.1,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
806,2,52.5,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
807,2,50.1,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
808,2,48,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
809,2,40.9,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
810,2,7.9,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
811,2,49.4,0,0,1,47.3,6,5.6,11.4,2,12.9,64768
812,2,39.7,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
813,2,39.2,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
814,2,35.9,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
815,2,34.5,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
816,2,25.4,3.2,0,0.9,11.9,12.6,9.2,18.4,2,9,65955
817,2,24.6,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
818,2,21.8,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
819,2,60.2,2.8,7.1,0.5,19.1,17.2,7.6,11.9,1,20.3,43328
820,2,59.2,5.8,0,1.4,23.2,14.7,6.7,7.5,1,23.2,43967
821,2,76.1,0.5,26.6,2.4,31.8,17.9,14.7,42.4,1,29.1,38514
822,2,49.9,9,0,1.8,19.8,9.3,4.9,15,3,13.5,60801
823,2,44.4,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
824,2,38.2,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
825,2,63.4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
826,2,62.2,2.6,0,0.7,13,11.5,9.7,8.7,2,21.3,51398
827,2,40.3,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
828,2,36.2,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
829,2,33.1,1.4,20.7,3.4,21.3,20.3,21.7,60.7,1,34.7,37233
830,2,32.4,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2,22.6,50149
831,2,25,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
832,2,4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
833,2,57.2,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
834,2,49.1,3,0,2.6,22.8,10.2,2.8,11.5,3,12.4,64426
835,2,22.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
836,2,68.5,6.4,0,2.3,14.9,13.9,8.9,11.8,2,20.1,43972
837,2,67.1,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
838,2,64.4,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
839,2,55.4,9.1,0,0.7,9,14.3,7.7,7.3,2,23.3,44756
840,2,35.4,9,0,1.8,19.8,9.3,4.9,15,3,13.5,60801
841,2,33,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
842,2,24.9,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
843,2,63.5,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
844,2,46.3,9.1,0,0.7,9,14.3,7.7,7.3,2,23.3,44756
845,2,13.4,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
846,2,8.1,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2,20.4,44502
847,2,62.2,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
848,2,54.6,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
849,2,47.7,11.1,0,1,9.6,14,8.8,7.6,2,25.8,41262
850,2,45.4,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
851,2,25.2,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
852,2,57.4,2.4,26.5,1.6,21,19.3,12.7,38.1,1,26.5,45517
853,2,56.8,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
854,2,38,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
855,2,32.6,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
856,2,31.5,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
857,2,30.5,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
858,2,68.1,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
859,2,56.9,1.7,14.1,1.7,29.5,10.4,8.1,44.7,1,28.9,46355
860,2,48.9,2.7,0,0.9,23.2,17,12.5,17.6,2,19.9,44946
861,2,48.6,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
862,2,46.2,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
863,2,42.6,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
864,2,37.3,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
865,2,36.4,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
866,2,33.8,3.1,24.4,0.8,9.8,8.1,6.6,7.4,3,14.2,48489
867,2,9,4,13,1.3,6.7,11.9,10.2,41.4,2,18.4,58956
868,2,53.4,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
869,2,47.6,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
870,2,46.3,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
871,2,41.9,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
872,2,40.8,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
873,2,58.2,2.8,7.1,0.5,19.1,17.2,7.6,11.9,1,20.3,43328
874,2,42.1,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
875,2,37.4,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
876,2,33.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
877,2,31,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
878,2,61.9,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
879,2,60.3,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
880,2,59.9,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
881,2,58.3,5.9,14,0.4,22.3,11,11.1,10.4,2,26.5,46426
882,2,51.6,3.3,6.7,1.7,14.3,13.8,10.1,27.4,2,24,46864
883,2,44.4,4,13,1.3,6.7,11.9,10.2,41.4,2,18.4,58956
884,2,43.4,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
885,2,42.1,8.9,39.4,2.4,28.5,15.7,12.5,55.3,1,29.2,38023
886,2,66.8,11.1,0,1,9.6,14,8.8,7.6,2,25.8,41262
887,2,66.5,5.2,0,3.7,19.4,17.8,13,12.9,2,29.2,39735
888,2,47.3,5.9,14,0.4,22.3,11,11.1,10.4,2,26.5,46426
889,2,36.4,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
890,2,33.2,2.4,0,1.6,57.6,13.4,13.1,47.5,1,30.2,43569
891,2,32.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
892,2,30.7,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
893,2,17.5,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
894,2,69.1,6.9,17.8,1.6,20.5,15,20.3,40.1,1,34,36862
895,2,17.6,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
896,2,61.3,3,0,0,13,11.6,13.4,35.4,2,19.5,51746
897,2,53.3,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
898,2,48.3,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
899,2,47.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
900,2,44.5,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
901,2,42,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
902,2,28.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
903,2,7.5,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
904,2,61.8,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
905,2,48.6,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
906,2,22.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
907,2,40.3,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
908,2,31.6,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
909,2,7.4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
910,2,65.4,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
911,2,47.1,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
912,2,44.9,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
913,2,43.2,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
914,2,39.7,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
915,2,30,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
916,2,28.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
917,2,79.1,7.7,33.8,0,30.1,16.7,6.2,37.1,1,28.8,43302
918,2,74.5,6.4,0,2.3,14.9,13.9,8.9,11.8,2,20.1,43972
919,2,72.2,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
920,2,65.2,6.9,17.8,1.6,20.5,15,20.3,40.1,1,34,36862
921,2,54.9,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
922,2,47.8,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
923,2,43.2,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
924,2,41.1,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
925,2,35.9,11.1,0,1,9.6,14,8.8,7.6,2,25.8,41262
926,2,30.4,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
927,2,59.2,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
928,2,55.5,4.6,8.9,0.5,14.4,7.8,10.3,17,3,19,60163
929,2,36.5,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
930,2,84.5,9.9,39.3,1.4,19.1,19.8,19.3,74.2,1,34.7,35407
931,2,64.3,7.8,4.1,1,13.1,8.2,5.6,15.9,3,15,54012
932,2,58.6,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
933,2,55.6,4.6,8.9,0.5,14.4,7.8,10.3,17,3,19,60163
934,2,44.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
935,2,42.6,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
936,2,39.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
937,2,50.4,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
938,2,49.9,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
939,2,41.7,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
940,2,38.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
941,2,25.2,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
942,2,65.2,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
943,2,23,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
944,2,68,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
945,2,50.6,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
946,2,45.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
947,2,30.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
948,2,13.7,1.7,14.1,1.7,29.5,10.4,8.1,44.7,1,28.9,46355
949,2,56.5,3.1,24.4,0.8,9.8,8.1,6.6,7.4,3,14.2,48489
950,2,53.6,2.8,7.1,0.5,19.1,17.2,7.6,11.9,1,20.3,43328
951,2,46.9,4.1,0,0.7,45.9,16.5,15.4,10.9,2,24.4,41701
952,2,31,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
953,2,27.2,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
954,2,23.7,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
955,2,64.7,2.8,7.1,0.5,19.1,17.2,7.6,11.9,1,20.3,43328
956,2,51.1,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
957,2,45.9,2.7,0,0.9,23.2,17,12.5,17.6,2,19.9,44946
958,2,39.9,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
959,2,33.7,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
960,2,32.5,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
961,2,85.3,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
962,2,58.1,2.7,0,0.9,23.2,17,12.5,17.6,2,19.9,44946
963,2,55.9,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
964,2,47.8,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
965,2,47.1,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
966,2,46.9,3.9,0,5.9,10.3,9.1,4.2,11.6,2,18.6,50467
967,2,45.6,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
968,2,41.7,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
969,2,36.7,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
970,2,36,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
971,2,71,0.8,11.8,1,4.8,12.6,9.2,35.7,2,18.7,57710
972,2,65.4,2.7,0,0.9,23.2,17,12.5,17.6,2,19.9,44946
973,2,54.7,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
974,2,45.9,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
975,2,37.9,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
976,2,26.5,3,0,2.6,22.8,10.2,2.8,11.5,3,12.4,64426
977,2,63.3,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
978,2,43.2,2.1,33.2,1.2,10.4,13.8,11,46,1,29.4,41572
979,2,70.3,2.7,0,0.9,23.2,17,12.5,17.6,2,19.9,44946
980,2,60.7,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
981,2,59.9,6.4,0,2.3,14.9,13.9,8.9,11.8,2,20.1,43972
982,2,59.1,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
983,2,56.3,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
984,2,48,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
985,2,46.3,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
986,2,35.7,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
987,2,33.8,3,0,2.6,22.8,10.2,2.8,11.5,3,12.4,64426
988,2,77,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
989,2,73.8,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
990,2,44.2,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
991,2,35.7,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
992,2,35.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
993,2,32.1,0.2,14.6,2.3,17.8,15.9,15.2,26.7,1,24.2,41869
994,2,27.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
995,2,58.7,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
996,2,57.3,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
997,2,54.9,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
998,2,49.5,7,0,1.8,15,13.8,4,18.6,2,18.6,51491
999,2,47.1,3.3,6.7,1.7,14.3,13.8,10.1,27.4,2,24,46864
1000,2,45,9.1,0,0.7,9,14.3,7.7,7.3,2,23.3,44756
1001,2,66,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
1002,2,63.8,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
1003,2,52.7,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1004,2,46.4,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
1005,2,45.7,7,0,1.8,15,13.8,4,18.6,2,18.6,51491
1006,2,44.1,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
1007,2,40.9,3.9,0,5.9,10.3,9.1,4.2,11.6,2,18.6,50467
1008,2,39.4,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
1009,2,35.1,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
1010,2,26.6,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
1011,2,58.1,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
1012,2,54.4,1.6,28.7,0.9,26.6,23.4,14.3,48.2,1,27.3,42725
1013,2,49.8,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
1014,2,48.4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
1015,2,40.4,2.9,1.8,1.7,13.4,10.5,7.9,37.6,2,20.5,51225
1016,2,32.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
1017,2,64,2.5,0,1.3,11.8,15.1,16.5,36.7,1,22.7,43121
1018,2,52.3,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
1019,2,43.7,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
1020,2,39,12.5,11.4,2,16.6,13.3,11.6,16,1,25.9,42831
1021,2,26.5,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
1022,2,54.8,3.1,0,1.2,31.1,16.8,13.9,15.2,2,20.2,49070
1023,2,53.9,1.7,14.1,1.7,29.5,10.4,8.1,44.7,1,28.9,46355
1024,2,50.7,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
1025,2,47.8,3,0,2.6,22.8,10.2,2.8,11.5,3,12.4,64426
1026,2,47.3,0,0,1,47.3,6,5.6,11.4,2,12.9,64768
1027,2,33.7,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1028,2,68.9,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
1029,2,58.2,2.7,0,0.9,23.2,17,12.5,17.6,2,19.9,44946
1030,2,57.6,2.1,33.2,1.2,10.4,13.8,11,46,1,29.4,41572
1031,2,52.7,9.1,0,0.7,9,14.3,7.7,7.3,2,23.3,44756
1032,2,48.4,6.4,0,2.3,14.9,13.9,8.9,11.8,2,20.1,43972
1033,2,46.9,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
1034,2,46.8,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
1035,2,24.4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
1036,2,69.7,6.9,17.8,1.6,20.5,15,20.3,40.1,1,34,36862
1037,2,65.4,4.1,0,0.7,45.9,16.5,15.4,10.9,2,24.4,41701
1038,2,63.7,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
