id,EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,parent,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
78,1,7.6,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
79,1,36.6,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
80,1,5.1,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
81,1,4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
82,1,55.4,4.2,21.2,1.7,13.7,13.5,11.3,50.3,1,37.2,40433
83,1,46.7,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
84,1,48.6,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
85,1,8.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
86,1,56.6,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
87,1,56.2,1.6,14.1,1.5,28.9,14.3,5.7,41.3,2,22.2,48984
88,1,43.9,9,0,1.8,19.8,9.3,4.9,15,3,13.5,60801
89,1,60.7,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
90,1,9.6,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
91,1,30.6,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2,22.5,50748
92,1,4,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
93,1,64.6,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
94,1,5.8,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
95,1,41.7,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
96,1,4,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
97,1,36.9,0.2,14.6,2.3,17.8,15.9,15.2,26.7,1,24.2,41869
98,1,22.4,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
99,1,15.6,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
100,1,14,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
101,1,8.5,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
102,1,4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
103,1,13.3,12.5,11.4,2,16.6,13.3,11.6,16,1,25.9,42831
104,1,4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
105,1,56.7,1.4,0,2.7,16,18.9,10.8,52.8,1,32,43591
106,1,18.7,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
107,1,54.3,3.1,0,1.2,31.1,16.8,13.9,15.2,2,20.2,49070
108,1,6.2,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
109,1,5.9,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
110,1,27.5,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
111,1,9.2,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
112,1,5.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
113,1,28.9,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
114,1,36,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
115,1,61.2,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
116,1,56,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
117,1,27.8,4.7,29.8,2,24.5,15.5,11.8,60.4,1,32.9,40263
118,1,4,7,0,1.8,15,13.8,4,18.6,2,18.6,51491
119,1,53.1,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
120,1,15.7,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
121,1,12.2,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
122,1,23.7,3.2,0,0.9,11.9,12.6,9.2,18.4,2,9,65955
123,1,28.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
124,1,21,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
125,1,8.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
126,1,6.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
127,1,4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
128,1,40.4,7,0,1.8,15,13.8,4,18.6,2,18.6,51491
129,1,4,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
130,1,56.3,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
131,1,22.8,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
132,1,17.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
133,1,11.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
134,1,10.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
135,1,21.9,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2,20.4,44502
136,1,6.1,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
137,1,53.5,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
138,1,40.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
139,1,8.6,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
140,1,7.2,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
141,1,38.1,4.8,0,2,13.8,11.2,7.6,50,1,20.7,50122
142,1,59.6,4.6,8.9,0.5,14.4,7.8,10.3,17,3,19,60163
143,1,14,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
144,1,58.6,9.1,0,0.7,9,14.3,7.7,7.3,2,23.3,44756
145,1,55.7,2.1,33.2,1.2,10.4,13.8,11,46,1,29.4,41572
146,1,31.4,2.3,0,2,8,21.1,16.1,64.9,1,30.4,35433
147,1,39.3,9.9,39.3,1.4,19.1,19.8,19.3,74.2,1,34.7,35407
148,1,12.4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
149,1,24.6,1.3,27.7,2.6,13.1,18,14.5,63.4,1,34,38818
150,1,23.1,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
151,1,14.7,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
152,1,11.6,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
153,1,8.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
154,1,48.9,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
155,1,11.4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
156,1,9.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
157,1,44.2,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
158,1,19.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
159,1,9.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
160,1,43.8,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
161,1,19.6,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
162,1,18,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
163,1,40.6,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
164,1,17.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
165,1,30.5,3.9,0,5.9,10.3,9.1,4.2,11.6,2,18.6,50467
166,1,27,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
167,1,13.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
168,1,8.5,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
169,1,28.1,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
170,1,5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
171,1,21.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
172,1,17.1,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
173,1,16.1,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
174,1,34.4,7.8,4.1,1,13.1,8.2,5.6,15.9,3,15,54012
175,1,25.4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
176,1,22.8,3,0,1.5,14.3,9.7,6.7,23.9,3,20.8,54900
177,1,21.4,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
178,1,19.8,3.1,24.4,0.8,9.8,8.1,6.6,7.4,3,14.2,48489
179,1,29.6,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
180,1,15,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
181,1,7.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
182,1,4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
183,1,33.8,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
184,1,4,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
185,1,22.9,7.8,4.1,1,13.1,8.2,5.6,15.9,3,15,54012
186,1,36.2,11.4,0,1.8,16.5,12,7.8,5.1,2,22.4,44693
187,1,16.6,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
188,1,7.6,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
189,1,7.4,8.9,13.7,1.5,23.3,11.1,9.4,33.2,2,22.6,50149
190,1,4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
191,1,83,9.9,39.3,1.4,19.1,19.8,19.3,74.2,1,34.7,35407
192,1,31.5,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
193,1,19.3,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
194,1,67.7,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
195,1,45.8,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2,22.5,50748
196,1,45.5,4.7,29.8,2,24.5,15.5,11.8,60.4,1,32.9,40263
197,1,32.4,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
198,1,17.3,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
199,1,38.3,2.9,1.8,1.7,13.4,10.5,7.9,37.6,2,20.5,51225
200,1,26.4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
201,1,12.5,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
202,1,45.1,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
203,1,43.6,0.8,11.8,1,4.8,12.6,9.2,35.7,2,18.7,57710
204,1,18.7,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
205,1,23.6,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
206,1,20.1,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
207,1,13.4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
208,1,13,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
209,1,36.4,3.9,0,5.9,10.3,9.1,4.2,11.6,2,18.6,50467
210,1,12.2,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
211,1,25.9,2.1,33.2,1.2,10.4,13.8,11,46,1,29.4,41572
212,1,18.9,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
213,1,4,3,0,2.6,22.8,10.2,2.8,11.5,3,12.4,64426
214,1,28.8,2,46.7,1.4,24.1,16.3,5.4,66.5,1,30.6,38216
215,1,25.9,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
216,1,4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
217,1,42.5,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
218,1,26.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
219,1,13.7,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
220,1,4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
221,1,25,10.6,0,0.6,15.3,14.5,12.8,55.2,1,38.7,36042
222,1,14.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
223,1,41.1,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
224,1,23.6,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
225,1,9.7,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
226,1,18.3,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
227,1,18.1,0,0,1,47.3,6,5.6,11.4,2,12.9,64768
228,1,63,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
229,1,39.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
230,1,56.6,11.4,0,1.8,16.5,12,7.8,5.1,2,22.4,44693
231,1,27.4,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
232,1,43.3,7.8,4.1,1,13.1,8.2,5.6,15.9,3,15,54012
233,1,24.5,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
234,1,20.4,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
235,1,4,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
236,1,32.9,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
237,1,39.8,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
238,1,12.1,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
239,1,10.4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
240,1,38.9,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2,22.5,50748
241,1,26,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
242,1,25.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
243,1,12.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
244,1,4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
245,1,48.9,11.4,0,1.8,16.5,12,7.8,5.1,2,22.4,44693
246,1,13.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
247,1,21.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
248,1,11,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
249,2,34.1,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
250,2,20.3,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
251,2,20.3,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
252,2,10.3,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
253,2,33.4,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
254,2,32.5,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
255,2,20.6,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
256,2,36.2,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
257,2,53.2,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
258,2,26.7,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
259,2,37,4.7,29.8,2,24.5,15.5,11.8,60.4,1,32.9,40263
260,2,46,12.5,11.4,2,16.6,13.3,11.6,16,1,25.9,42831
261,2,43.1,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
262,2,25.4,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
263,2,24.1,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
264,2,11.6,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
265,2,32.4,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
266,2,6.9,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
267,2,54.1,3.3,6.7,1.7,14.3,13.8,10.1,27.4,2,24,46864
268,2,25.9,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
269,2,38.5,11.1,0,1,9.6,14,8.8,7.6,2,25.8,41262
270,2,33,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
271,2,15.2,3.2,0,0.9,11.9,12.6,9.2,18.4,2,9,65955
272,2,13.6,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
273,2,37.6,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
274,2,35.9,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
275,2,13.1,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
276,2,7.7,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
277,2,59.6,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
278,2,28.6,10.6,0,0.6,15.3,14.5,12.8,55.2,1,38.7,36042
279,2,25.4,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2,22.5,50748
280,2,59.4,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
281,2,11.8,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
282,2,45.3,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
283,2,43.1,2.8,7.1,0.5,19.1,17.2,7.6,11.9,1,20.3,43328
284,2,40.5,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
285,2,27.9,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
286,2,27.6,3.9,0,5.9,10.3,9.1,4.2,11.6,2,18.6,50467
287,2,25.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
288,2,12.7,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
289,2,17.2,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
290,2,5.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
291,2,34,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
292,2,31.8,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
293,2,27.4,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
294,2,10.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
295,2,24.5,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
296,2,9.5,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
297,2,49.7,5.2,0,3.7,19.4,17.8,13,12.9,2,29.2,39735
298,2,5.6,2.9,1.8,1.7,13.4,10.5,7.9,37.6,2,20.5,51225
299,2,35.4,7.8,4.1,1,13.1,8.2,5.6,15.9,3,15,54012
300,2,19.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
301,2,10.7,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
302,2,17.4,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
303,2,13.3,3.1,24.4,0.8,9.8,8.1,6.6,7.4,3,14.2,48489
304,2,51.8,3.9,0,5.9,10.3,9.1,4.2,11.6,2,18.6,50467
305,2,46.9,8.9,39.4,2.4,28.5,15.7,12.5,55.3,1,29.2,38023
306,2,35,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
307,2,65.5,0,0,1.8,7.2,21.2,9.9,39.3,1,30.6,40653
308,2,18.3,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
309,2,17.9,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
310,2,53.5,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
311,2,22.5,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
312,2,35.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
313,2,11.8,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
314,2,9.8,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
315,2,53.2,4.1,0,0.7,45.9,16.5,15.4,10.9,2,24.4,41701
316,2,25.5,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
317,2,20.2,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
318,2,15,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
319,2,39.9,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
320,2,39.6,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
321,2,31.9,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
322,2,20.6,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
323,2,38,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
324,2,26.4,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
325,2,24.8,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
326,2,15.5,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
327,2,35.7,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
328,2,12.7,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
329,2,30.1,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
330,2,26.2,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
331,2,25.3,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
332,2,42.5,0,0,1,47.3,6,5.6,11.4,2,12.9,64768
333,2,41.4,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
334,2,20.4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
335,2,18.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
336,2,48.1,7.8,4.1,1,13.1,8.2,5.6,15.9,3,15,54012
337,2,38.9,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
338,2,35.1,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
339,2,7.1,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
340,2,45.1,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
341,2,41.5,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
342,2,29,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
343,2,22.1,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
344,2,15.3,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
345,2,28.4,3,0,1.5,14.3,9.7,6.7,23.9,3,20.8,54900
346,2,52.5,1.7,14.1,1.7,29.5,10.4,8.1,44.7,1,28.9,46355
347,2,46.8,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
348,2,34.9,3,0,1.5,14.3,9.7,6.7,23.9,3,20.8,54900
349,2,25.4,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
350,2,20.1,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
351,2,15.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
352,2,48.3,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
353,2,32.1,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
354,2,26,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
355,2,50,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
356,2,42.2,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
357,2,35.3,7.8,4.1,1,13.1,8.2,5.6,15.9,3,15,54012
358,2,26.1,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
359,2,42.2,0,0,1,47.3,6,5.6,11.4,2,12.9,64768
360,2,28.4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
361,2,11.4,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
362,2,36,0.2,14.6,2.3,17.8,15.9,15.2,26.7,1,24.2,41869
363,2,33.3,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
364,2,27.6,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
365,2,26.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
366,2,23.9,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
367,2,9.8,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
368,2,33.1,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
369,2,24.7,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
370,2,36.6,3.1,24.4,0.8,9.8,8.1,6.6,7.4,3,14.2,48489
371,2,31.9,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
372,2,19.6,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
373,2,37.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
374,2,32.3,3.1,24.4,0.8,9.8,8.1,6.6,7.4,3,14.2,48489
375,2,21.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
376,2,16.5,4.6,8.9,0.5,14.4,7.8,10.3,17,3,19,60163
377,2,57.7,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2,22.5,50748
378,2,20.4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
379,2,69.6,6.9,17.8,1.6,20.5,15,20.3,40.1,1,34,36862
380,2,59.8,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
381,2,46,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
382,2,42.9,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
383,2,32.2,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
384,2,19.1,9,0,1.8,19.8,9.3,4.9,15,3,13.5,60801
385,2,18.6,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
386,2,13.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
387,2,42.9,3,0,1.5,14.3,9.7,6.7,23.9,3,20.8,54900
388,2,39.3,3,0,1.5,14.3,9.7,6.7,23.9,3,20.8,54900
389,2,22.6,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
390,2,7.4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
391,2,68.4,5.9,14,0.4,22.3,11,11.1,10.4,2,26.5,46426
392,2,37.1,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
393,2,4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
394,2,4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
395,2,41.5,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
396,2,33.8,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
397,2,41.2,5.9,14,0.4,22.3,11,11.1,10.4,2,26.5,46426
398,2,24.9,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
399,2,12.1,7.8,4.1,1,13.1,8.2,5.6,15.9,3,15,54012
400,2,49.8,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
