EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,elevated_lead,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
3,74.00,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,73.90,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
3,73.90,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
3,73.80,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
4,73.80,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,73.80,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
2,73.70,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
3,73.70,4.20,22.90,2.00,8.60,20.70,11.00,36.30,2,24.10,47757
3,73.60,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,73.60,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,73.50,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
4,73.50,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
3,73.50,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,73.50,1.60,14.10,1.50,28.90,14.30,5.70,41.30,2,22.20,48984
2,73.50,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
3,73.50,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,73.40,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,73.40,0.80,11.80,1.00,4.80,12.60,9.20,35.70,2,18.70,57710
4,73.40,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
4,73.30,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,73.30,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
3,73.30,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
3,73.30,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
3,73.30,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
4,73.30,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
3,73.30,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
3,73.20,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,73.20,1.60,14.10,1.50,28.90,14.30,5.70,41.30,2,22.20,48984
4,73.20,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,73.20,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
3,73.10,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,73.10,4.70,29.80,2.00,24.50,15.50,11.80,60.40,1,32.90,40263
4,73.10,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,73.00,7.70,33.80,0.00,30.10,16.70,6.20,37.10,1,28.80,43302
3,73.00,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,73.00,4.10,0.00,0.70,45.90,16.50,15.40,10.90,2,24.40,41701
4,72.90,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
3,72.90,1.40,0.00,2.70,16.00,18.90,10.80,52.80,1,32.00,43591
3,72.90,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,72.80,1.60,14.10,1.50,28.90,14.30,5.70,41.30,2,22.20,48984
4,72.80,8.30,29.60,1.10,31.70,17.20,20.70,55.80,1,38.40,36730
4,72.80,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,72.70,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
3,72.70,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,72.70,4.70,29.80,2.00,24.50,15.50,11.80,60.40,1,32.90,40263
3,72.70,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
4,72.70,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,72.60,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,72.50,4.20,21.20,1.70,13.70,13.50,11.30,50.30,1,37.20,40433
4,72.50,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,72.50,0.50,26.60,2.40,31.80,17.90,14.70,42.40,1,29.10,38514
3,72.50,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
5,72.40,2.30,0.00,2.00,8.00,21.10,16.10,64.90,1,30.40,35433
5,72.40,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,72.30,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,72.30,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
4,72.30,2.40,16.20,0.90,7.10,19.10,15.80,44.70,1,41.80,36976
3,72.30,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,72.20,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
2,72.20,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
3,72.10,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,72.10,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
4,72.00,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
2,72.00,4.20,21.20,1.70,13.70,13.50,11.30,50.30,1,37.20,40433
3,72.00,4.00,13.00,1.30,6.70,11.90,10.20,41.40,2,18.40,58956
3,72.00,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,71.90,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,71.90,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
2,71.90,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
3,71.90,0.80,11.80,1.00,4.80,12.60,9.20,35.70,2,18.70,57710
4,71.90,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,71.90,2.90,15.60,1.20,16.80,11.30,14.80,59.50,2,24.80,47892
4,71.90,8.90,39.40,2.40,28.50,15.70,12.50,55.30,1,29.20,38023
3,71.80,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
4,71.70,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
4,71.70,4.70,29.80,2.00,24.50,15.50,11.80,60.40,1,32.90,40263
3,71.70,2.40,16.20,0.90,7.10,19.10,15.80,44.70,1,41.80,36976
3,71.70,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,71.70,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,71.60,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
3,71.50,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,71.50,2.90,15.60,1.20,16.80,11.30,14.80,59.50,2,24.80,47892
3,71.50,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
4,71.40,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
4,71.40,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,71.40,8.90,13.70,1.50,23.30,11.10,9.40,33.20,2,22.60,50149
4,71.40,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,71.30,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
4,71.30,10.60,0.00,0.60,15.30,14.50,12.80,55.20,1,38.70,36042
4,71.30,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,71.30,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
3,71.30,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,71.20,7.70,33.80,0.00,30.10,16.70,6.20,37.10,1,28.80,43302
4,71.20,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
4,71.20,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,71.20,2.40,16.20,0.90,7.10,19.10,15.80,44.70,1,41.80,36976
5,71.20,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
4,71.20,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,71.10,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
3,71.10,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
4,71.10,4.00,13.00,1.30,6.70,11.90,10.20,41.40,2,18.40,58956
3,71.00,0.00,0.00,1.80,7.20,21.20,9.90,39.30,1,30.60,40653
2,71.00,0.80,11.80,1.00,4.80,12.60,9.20,35.70,2,18.70,57710
4,71.00,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
4,70.90,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,70.90,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
5,70.90,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,70.80,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
4,70.80,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
2,70.80,7.80,4.10,1.00,13.10,8.20,5.60,15.90,3,15.00,54012
4,70.70,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,70.70,2.40,16.20,0.90,7.10,19.10,15.80,44.70,1,41.80,36976
3,70.70,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,70.60,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
4,70.60,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,70.50,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
4,70.50,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,70.50,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
4,70.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,70.50,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
4,70.40,9.90,39.30,1.40,19.10,19.80,19.30,74.20,1,34.70,35407
4,70.40,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
4,70.40,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
3,70.30,7.70,33.80,0.00,30.10,16.70,6.20,37.10,1,28.80,43302
4,70.30,1.60,28.70,0.90,26.60,23.40,14.30,48.20,1,27.30,42725
3,70.30,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
4,70.30,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
2,70.30,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
3,70.20,0.50,26.60,2.40,31.80,17.90,14.70,42.40,1,29.10,38514
3,70.20,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
4,70.20,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
4,70.10,1.40,0.00,2.70,16.00,18.90,10.80,52.80,1,32.00,43591
3,70.10,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
3,70.10,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
4,70.10,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,70.10,0.70,5.30,1.30,7.80,5.90,3.30,29.40,3,9.20,71920
3,70.10,2.90,15.60,1.20,16.80,11.30,14.80,59.50,2,24.80,47892
2,70.00,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
2,70.00,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
3,69.90,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,69.90,5.20,0.00,3.70,19.40,17.80,13.00,12.90,2,29.20,39735
3,69.80,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,69.80,2.90,15.60,1.20,16.80,11.30,14.80,59.50,2,24.80,47892
4,69.80,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
2,69.70,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
3,69.70,1.60,14.10,1.50,28.90,14.30,5.70,41.30,2,22.20,48984
3,69.70,6.40,0.00,2.30,14.90,13.90,8.90,11.80,2,20.10,43972
3,69.60,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
2,69.60,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
3,69.60,4.00,13.00,1.30,6.70,11.90,10.20,41.40,2,18.40,58956
2,69.60,2.90,15.60,1.20,16.80,11.30,14.80,59.50,2,24.80,47892
3,69.50,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,69.50,1.60,28.70,0.90,26.60,23.40,14.30,48.20,1,27.30,42725
3,69.50,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
4,69.50,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
4,69.50,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
2,69.50,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
3,69.40,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
3,69.40,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,69.40,7.80,4.10,1.00,13.10,8.20,5.60,15.90,3,15.00,54012
2,69.40,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
4,69.30,1.40,20.70,3.40,21.30,20.30,21.70,60.70,1,34.70,37233
3,69.30,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,69.30,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,69.20,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
4,69.20,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,69.10,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
3,69.10,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,69.10,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
2,69.10,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,69.00,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,68.90,2.30,0.00,2.00,8.00,21.10,16.10,64.90,1,30.40,35433
4,68.90,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,68.90,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,68.90,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
2,68.90,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
3,68.80,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,68.80,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,68.80,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,68.70,2.20,22.50,1.90,18.40,16.70,12.70,52.50,1,29.60,44015
3,68.70,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,68.70,0.50,26.60,2.40,31.80,17.90,14.70,42.40,1,29.10,38514
3,68.70,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
3,68.60,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
3,68.60,1.60,28.70,0.90,26.60,23.40,14.30,48.20,1,27.30,42725
3,68.60,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,68.50,1.60,14.10,1.50,28.90,14.30,5.70,41.30,2,22.20,48984
2,68.50,6.40,0.00,2.30,14.90,13.90,8.90,11.80,2,20.10,43972
3,68.40,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
2,68.40,5.90,14.00,0.40,22.30,11.00,11.10,10.40,2,26.50,46426
3,68.40,6.20,0.00,1.40,18.30,16.10,6.90,13.00,1,24.30,39502
3,68.30,1.40,20.70,3.40,21.30,20.30,21.70,60.70,1,34.70,37233
3,68.30,0.80,11.80,1.00,4.80,12.60,9.20,35.70,2,18.70,57710
4,68.30,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
3,68.20,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,68.10,4.20,21.20,1.70,13.70,13.50,11.30,50.30,1,37.20,40433
2,68.10,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,68.00,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
2,68.00,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,68.00,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,67.90,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,67.90,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,67.90,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,67.90,12.50,11.40,2.00,16.60,13.30,11.60,16.00,1,25.90,42831
3,67.90,7.80,4.10,1.00,13.10,8.20,5.60,15.90,3,15.00,54012
3,67.80,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
2,67.80,1.60,28.70,0.90,26.60,23.40,14.30,48.20,1,27.30,42725
4,67.80,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,67.80,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
1,67.70,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
4,67.70,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
4,67.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,67.60,0.80,11.80,1.00,4.80,12.60,9.20,35.70,2,18.70,57710
3,67.60,4.70,29.80,2.00,24.50,15.50,11.80,60.40,1,32.90,40263
3,67.60,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,67.50,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
3,67.50,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
2,67.40,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
4,67.40,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,67.30,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,67.30,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
4,67.30,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,67.20,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
4,67.20,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,67.20,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,67.20,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,67.20,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,67.20,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,67.20,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,67.10,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
2,67.10,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,67.10,3.10,0.00,1.20,31.10,16.80,13.90,15.20,2,20.20,49070
3,67.00,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
2,67.00,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
3,67.00,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,67.00,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
3,66.90,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
2,66.90,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
3,66.90,7.80,4.10,1.00,13.10,8.20,5.60,15.90,3,15.00,54012
2,66.80,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,66.80,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,66.80,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
2,66.80,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
2,66.80,11.10,0.00,1.00,9.60,14.00,8.80,7.60,2,25.80,41262
2,66.70,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,66.70,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,66.70,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,66.70,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,66.70,6.40,0.00,2.30,14.90,13.90,8.90,11.80,2,20.10,43972
3,66.60,0.30,43.50,0.70,26.10,13.10,14.00,39.50,1,28.20,42618
2,66.60,5.00,0.00,1.80,29.20,11.80,12.00,33.80,1,26.20,46411
3,66.60,1.60,14.10,1.50,28.90,14.30,5.70,41.30,2,22.20,48984
2,66.50,5.20,0.00,3.70,19.40,17.80,13.00,12.90,2,29.20,39735
4,66.40,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,66.30,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
3,66.30,2.30,0.00,2.00,8.00,21.10,16.10,64.90,1,30.40,35433
3,66.30,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
3,66.30,2.00,46.70,1.40,24.10,16.30,5.40,66.50,1,30.60,38216
3,66.30,4.20,21.20,1.70,13.70,13.50,11.30,50.30,1,37.20,40433
3,66.30,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,66.30,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
2,66.30,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
4,66.20,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
1,66.20,0.50,26.60,2.40,31.80,17.90,14.70,42.40,1,29.10,38514
3,66.10,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
4,66.10,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,66.10,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
4,66.10,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
4,66.10,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,66.10,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,66.10,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,66.10,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
4,66.00,2.40,26.50,1.60,21.00,19.30,12.70,38.10,1,26.50,45517
4,66.00,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
2,66.00,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
2,66.00,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
3,65.90,0.30,43.50,0.70,26.10,13.10,14.00,39.50,1,28.20,42618
3,65.90,4.70,29.80,2.00,24.50,15.50,11.80,60.40,1,32.90,40263
3,65.90,4.00,13.00,1.30,6.70,11.90,10.20,41.40,2,18.40,58956
3,65.90,0.70,5.30,1.30,7.80,5.90,3.30,29.40,3,9.20,71920
3,65.90,4.20,22.90,2.00,8.60,20.70,11.00,36.30,2,24.10,47757
2,65.80,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
2,65.70,0.00,0.00,1.00,47.30,6.00,5.60,11.40,2,12.90,64768
3,65.70,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,65.60,2.30,0.00,2.00,8.00,21.10,16.10,64.90,1,30.40,35433
3,65.60,7.70,33.80,0.00,30.10,16.70,6.20,37.10,1,28.80,43302
3,65.60,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,65.60,2.70,26.50,2.10,14.90,16.10,18.70,61.20,1,29.70,38430
3,65.60,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
3,65.60,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,65.60,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
2,65.60,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
2,65.50,0.00,0.00,1.80,7.20,21.20,9.90,39.30,1,30.60,40653
3,65.50,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,65.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,65.50,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,65.50,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,65.50,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
5,65.40,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,65.40,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
3,65.40,2.70,26.50,2.10,14.90,16.10,18.70,61.20,1,29.70,38430
4,65.40,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,65.40,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
4,65.40,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
2,65.40,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
2,65.40,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
2,65.40,4.10,0.00,0.70,45.90,16.50,15.40,10.90,2,24.40,41701
4,65.30,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
3,65.30,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
4,65.30,4.70,29.80,2.00,24.50,15.50,11.80,60.40,1,32.90,40263
3,65.30,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
3,65.30,8.90,39.40,2.40,28.50,15.70,12.50,55.30,1,29.20,38023
4,65.30,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,65.30,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,65.20,5.00,0.00,1.80,29.20,11.80,12.00,33.80,1,26.20,46411
3,65.20,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
2,65.20,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
3,65.20,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,65.20,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,65.20,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
2,65.20,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
3,65.10,5.00,0.00,1.80,29.20,11.80,12.00,33.80,1,26.20,46411
3,65.10,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
