EOG_quintile,percent_EDS,parent_unemployed,county_poc,median_inc_county
3,42.4,4.9,52.7,64509
3,42.4,11.1,10.4,46426
3,42.3,9.2,35.7,57710
3,42.3,7.9,37.6,51225
3,42.3,4.9,52.7,64509
2,42.3,7.1,23.7,53738
3,42.3,7.6,11.9,43328
3,42.3,7.6,11.9,43328
3,42.3,8.3,6.2,42878
2,42.2,5.6,11.4,64768
2,42.2,7.9,37.6,51225
3,42.2,4.9,52.7,64509
2,42.2,5.3,12.5,49138
3,42.1,12,33.8,46411
3,42.1,11,46,41572
2,42.1,9.9,20.3,48372
2,42.1,12.5,55.3,38023
2,42.1,4.9,52.7,64509
3,42.1,6,23.3,60044
3,42.1,4.9,52.7,64509
2,42.1,5.3,12.5,49138
2,42.1,12.5,17.6,44946
2,42,4,39.1,80169
3,42,8,49.3,52166
3,42,4.9,52.7,64509
3,42,12.5,17.6,44946
3,42,10.5,17.9,44502
2,41.9,12.7,52.5,44015
2,41.9,11.6,16,42831
4,41.8,14.5,63.4,38818
2,41.8,8,49.3,52166
2,41.8,5.3,12.5,49138
2,41.8,7.1,23.7,53738
2,41.7,4,39.1,80169
3,41.7,3.4,34.2,69297
2,41.7,3.6,27.4,80428
3,41.7,4.9,52.7,64509
1,41.7,13.8,6.7,47183
2,41.6,12.7,52.5,44015
3,41.6,9.9,20.3,48372
2,41.6,9.5,42.7,50112
2,41.6,6.1,8,50826
4,41.6,6.8,12.4,44080
3,41.6,6.7,7.5,43967
2,41.5,7.1,49,42807
3,41.5,3.3,29.4,71920
2,41.5,4.2,11.6,50467
2,41.5,6.7,15.3,53960
2,41.4,7.4,12.3,55052
2,41.4,8,49.3,52166
2,41.3,3.3,29.4,71920
3,41.3,6.8,12.4,44080
2,41.2,14.8,59.5,47892
2,41.2,8.6,35.8,50480
4,41.2,6,23.3,60044
2,41.2,11.1,10.4,46426
2,41.1,5.7,27.3,73703
1,41.1,3.4,34.2,69297
2,41.1,6.7,15.3,53960
2,41,4,39.1,80169
3,41,4,18.6,51491
3,41,3.6,27.4,80428
2,40.9,8,49.3,52166
3,40.9,4.9,52.7,64509
2,40.9,11.6,16,42831
2,40.9,4.2,11.6,50467
2,40.9,13.8,6.7,47183
2,40.8,8.6,35.8,50480
1,40.8,8,49.3,52166
3,40.8,3.4,34.2,69297
1,40.8,4.9,52.7,64509
2,40.8,11.6,16,42831
2,40.7,5.7,27.3,73703
4,40.7,4.9,52.7,64509
3,40.7,4.9,52.7,64509
3,40.7,6.8,12.4,44080
3,40.6,8.6,32.3,50531
4,40.6,9.5,42.7,50112
1,40.6,8.7,19.3,47758
3,40.6,4.9,52.7,64509
3,40.6,6.8,12.4,44080
2,40.6,10.5,17.9,44502
3,40.5,7.6,50,50122
2,40.5,7.1,49,42807
3,40.5,4,39.1,80169
3,40.5,10.1,27.4,46864
4,40.5,4.9,52.7,64509
3,40.4,4,39.1,80169
2,40.4,7.9,37.6,51225
1,40.4,4,18.6,51491
2,40.3,3.3,29.4,71920
2,40.3,9.5,42.7,50112
2,40.3,3.4,34.2,69297
2,40.3,4.9,52.7,64509
2,40.2,4,39.1,80169
2,40.1,8,49.3,52166
3,40.1,8.7,19.3,47758
3,40,15.8,44.7,36976
2,40,4,39.1,80169
3,39.9,4,39.1,80169
2,39.9,10.5,56,46779
2,39.9,4,39.1,80169
2,39.9,3.6,27.4,80428
1,39.8,4,39.1,80169
3,39.8,8.6,56.6,59329
1,39.8,8,49.3,52166
3,39.8,6.7,15.3,53960
2,39.7,8.6,32.3,50531
4,39.7,7.6,50,50122
3,39.7,4,39.1,80169
2,39.7,4,39.1,80169
3,39.7,3.4,34.2,69297
2,39.7,6,23.3,60044
4,39.7,4.9,52.7,64509
3,39.6,4,39.1,80169
2,39.6,6.7,15.3,53960
2,39.5,8.6,32.3,50531
3,39.5,10.2,41.4,58956
2,39.5,6.8,12.4,44080
2,39.4,8.6,35.8,50480
2,39.4,6.7,15.3,53960
2,39.3,6.7,23.9,54900
3,39.3,4,39.1,80169
1,39.3,19.3,74.2,35407
3,39.3,8.6,56.6,59329
2,39.3,5.7,27.3,73703
3,39.3,9.5,42.7,50112
2,39.3,10.7,27,52798
3,39.3,13.8,6.7,47183
2,39.2,7.4,12.3,55052
2,39.2,3.4,34.2,69297
3,39.2,4.9,52.7,64509
3,39.1,8,49.3,52166
2,39.1,9.5,42.7,50112
2,39.1,4,18.6,51491
2,39.1,11.6,16,42831
3,39,4.9,52.7,64509
2,39,11.6,16,42831
3,39,8.8,7.6,41262
1,38.9,7.6,33.1,50748
2,38.9,3.4,34.2,69297
2,38.9,4.9,52.7,64509
3,38.9,4.9,52.7,64509
2,38.9,7.1,23.7,53738
2,38.8,8.6,56.6,59329
3,38.6,10.2,41.4,58956
3,38.6,7.3,31.8,60296
3,38.5,10.2,41.4,58956
1,38.5,6.7,7.5,43967
2,38.5,8.8,7.6,41262
2,38.4,8,49.3,52166
1,38.3,7.9,37.6,51225
2,38.3,10.5,56,46779
2,38.3,8,49.3,52166
3,38.3,5.3,12.5,49138
2,38.3,8.8,7.6,41262
2,38.2,6.4,21.8,59471
3,38.2,4,18.6,51491
1,38.1,7.6,50,50122
2,38.1,4,18.6,51491
2,38,8.3,21.6,53419
3,38,4,39.1,80169
2,38,6.1,8,50826
1,38,6,23.3,60044
3,38,6.8,12.4,44080
3,38,11.6,16,42831
2,37.9,5.7,27.3,73703
2,37.9,4.9,52.7,64509
2,37.9,4.9,52.7,64509
2,37.9,6.7,15.3,53960
2,37.8,7.3,31.8,60296
2,37.8,4,39.1,80169
3,37.8,9.4,33.2,50149
2,37.7,7.9,37.6,51225
2,37.7,8.6,35.8,50480
2,37.7,8,49.3,52166
3,37.7,4.9,52.7,64509
2,37.6,8.3,21.6,53419
3,37.6,4,39.1,80169
3,37.6,8,49.3,52166
2,37.6,4.9,15,60801
3,37.6,7.1,23.7,53738
2,37.5,4,39.1,80169
2,37.4,3.4,34.2,69297
3,37.4,4.9,52.7,64509
2,37.3,5.4,66.5,38216
1,37.3,7.3,31.8,60296
3,37.3,7.3,31.8,60296
3,37.3,5.7,27.3,73703
2,37.3,8.7,19.3,47758
2,37.3,10.7,27,52798
1,37.2,9.9,20.3,48372
2,37.2,6.7,15.3,53960
2,37.1,9.5,42.7,50112
2,37.1,8.7,19.3,47758
3,37.1,4.9,15,60801
2,37.1,6,23.3,60044
2,37.1,13.5,15.8,46342
2,37,8.3,21.6,53419
2,37,11.8,60.4,40263
3,37,8.6,35.8,50480
4,37,10.1,27.4,46864
2,37,13.5,15.8,46342
1,37,7.1,23.7,53738
2,36.9,4,39.1,80169
3,36.9,8.6,35.8,50480
1,36.9,15.2,26.7,41869
3,36.8,13.1,47.5,43569
4,36.8,18.7,61.2,38430
2,36.8,4,39.1,80169
1,36.7,5.5,7.1,41864
2,36.7,8.6,32.3,50531
3,36.7,8.7,19.3,47758
2,36.7,4.9,52.7,64509
1,36.6,3.4,34.2,69297
2,36.6,6.6,7.4,48489
2,36.5,8.6,56.6,59329
2,36.5,7.1,23.7,53738
2,36.4,6,23.3,60044
1,36.4,10.7,27,52798
2,36.4,6.8,12.4,44080
1,36.4,4.2,11.6,50467
2,36.4,6.7,15.3,53960
3,36.3,2.8,11.5,64426
3,36.3,6.8,12.4,44080
2,36.2,8.6,32.3,50531
2,36.2,5.8,44.9,43303
2,36.2,6,23.3,60044
1,36.2,8.9,11.8,43972
2,36.2,6.7,15.3,53960
1,36.2,7.8,5.1,44693
3,36.1,3.4,34.2,69297
3,36.1,6,23.3,60044
3,36.1,4.9,52.7,64509
2,36,18.7,61.2,38430
3,36,4,39.1,80169
2,36,4,39.1,80169
2,36,15.2,26.7,41869
3,36,9.5,42.7,50112
1,36,4.9,52.7,64509
2,36,7.4,14.1,62963
3,36,10.5,17.9,44502
2,35.9,8.6,56.6,59329
2,35.9,10.5,56,46779
2,35.9,8.7,19.3,47758
4,35.9,4.9,52.7,64509
2,35.9,8.8,7.6,41262
2,35.8,4,39.1,80169
2,35.8,8.6,56.6,59329
2,35.8,7.1,23.7,53738
2,35.8,5.6,15.9,54012
2,35.7,8.3,21.6,53419
1,35.7,10.2,41.4,58956
2,35.7,4,39.1,80169
2,35.7,8.7,19.3,47758
3,35.7,10.1,27.4,46864
2,35.7,3.6,27.4,80428
1,35.6,7.3,31.8,60296
1,35.6,4,39.1,80169
1,35.4,8.3,21.6,53419
2,35.4,4.9,15,60801
2,35.4,5.6,15.9,54012
2,35.3,4,39.1,80169
3,35.3,7.3,31.8,60296
2,35.3,4,39.1,80169
3,35.3,4.9,52.7,64509
2,35.3,5.3,12.5,49138
2,35.3,5.6,15.9,54012
3,35.2,4,39.1,80169
2,35.2,4.9,52.7,64509
2,35.2,9.7,8.7,51398
2,35.1,8,49.3,52166
2,35.1,3.4,34.2,69297
2,35.1,6.8,12.4,44080
2,35,3.6,27.4,80428
2,35,4.9,52.7,64509
2,34.9,6.7,23.9,54900
2,34.8,8,49.3,52166
2,34.6,2.8,11.5,64426
2,34.6,10.3,17,60163
2,34.6,10.5,56,46779
2,34.5,5.7,27.3,73703
3,34.5,8.6,35.8,50480
1,34.4,5.6,15.9,54012
2,34.1,5.6,11.4,64768
2,34.1,4,39.1,80169
2,34.1,6.1,8,50826
2,34.1,10.7,27,52798
2,34.1,6.8,12.4,44080
2,34,3.4,34.2,69297
3,34,4.9,52.7,64509
2,34,4.9,52.7,64509
3,33.9,12.7,52.5,44015
2,33.8,2.8,11.5,64426
2,33.8,8.6,32.3,50531
1,33.8,6,23.3,60044
2,33.8,6.6,7.4,48489
3,33.8,16.5,36.7,43121
2,33.7,4.9,52.7,64509
2,33.7,6.7,15.3,53960
3,33.6,12.5,55.3,38023
3,33.5,11.6,16,42831
2,33.4,6.4,21.8,59471
2,33.3,4,39.1,80169
2,33.3,3.3,29.4,71920
2,33.3,10.7,27,52798
2,33.2,13.1,47.5,43569
2,33.1,7.4,12.3,55052
2,33.1,21.7,60.7,37233
2,33.1,8.7,19.3,47758
2,33,5.8,44.9,43303
2,33,9.5,42.7,50112
2,33,3.6,27.4,80428
3,32.9,11,46,41572
3,32.9,4,39.1,80169
1,32.9,6.4,21.8,59471
2,32.8,4,39.1,80169
2,32.8,9.4,33.2,50149
2,32.7,9.5,42.7,50112
2,32.6,6.4,21.8,59471
4,32.6,3.4,34.2,69297
2,32.5,4,39.1,80169
2,32.5,4,39.1,80169
2,32.5,8,49.3,52166
2,32.5,6.8,12.4,44080
2,32.4,6.7,23.9,54900
2,32.4,9.4,33.2,50149
1,32.4,9.5,42.7,50112
2,32.4,10.1,27.4,46864
2,32.4,6.7,15.3,53960
3,32.3,4,39.1,80169
2,32.3,8.7,19.3,47758
2,32.3,8.7,19.3,47758
2,32.3,6.6,7.4,48489
2,32.2,8.6,35.8,50480
2,32.2,6.8,12.4,44080
1,32.2,7.6,11.9,43328
2,32.2,6.7,15.3,53960
2,32.1,4,39.1,80169
2,32.1,15.2,26.7,41869
2,32.1,9.5,42.7,50112
2,32,4,39.1,80169
2,31.9,3.3,29.4,71920
2,31.9,3.3,29.4,71920
2,31.8,3.3,29.4,71920
1,31.7,8.6,32.3,50531
2,31.6,4,39.1,80169
2,31.6,6.4,21.8,59471
3,31.6,11.6,16,42831
1,31.5,8.3,21.6,53419
2,31.5,3.6,27.4,80428
2,31.5,3.4,34.2,69297
1,31.4,16.1,64.9,35433
3,31.4,9.9,20.3,48372
2,31.3,4,39.1,80169
3,31.2,3.4,34.2,69297
2,31.1,10.7,27,52798
2,31,4,39.1,80169
2,31,4.9,52.7,64509
3,30.9,7.3,31.8,60296
2,30.9,4,39.1,80169
2,30.9,4.9,52.7,64509
2,30.9,5.3,12.5,49138
3,30.7,4,39.1,80169
2,30.7,3.3,29.4,71920
2,30.7,7.4,14.1,62963
1,30.6,7.6,33.1,50748
3,30.6,4,39.1,80169
2,30.6,10.5,56,46779
3,30.6,3.4,34.2,69297
2,30.6,6.6,7.4,48489
2,30.5,4,39.1,80169
2,30.5,3.3,29.4,71920
2,30.5,4.9,15,60801
1,30.5,4.2,11.6,50467
2,30.4,6.4,21.8,59471
2,30.4,7.1,23.7,53738
3,30.4,11.6,16,42831
2,30.3,12.7,52.5,44015
2,30.1,8.6,56.6,59329
1,30.1,11.1,10.4,46426
2,30,15.4,61.5,36760
2,30,6.8,12.4,44080
2,29.7,4,39.1,80169
2,29.6,8.6,56.6,59329
1,29.6,3.3,29.4,71920
2,29.5,8.7,19.3,47758
2,29.4,4,39.1,80169
2,29.2,5.6,11.4,64768
2,29.2,4,39.1,80169
2,29.2,6,23.3,60044
2,29.1,8.6,56.6,59329
2,29.1,3.6,27.4,80428
2,29.1,8.8,7.6,41262
2,29,6.7,23.9,54900
2,29,8.7,19.3,47758
2,28.9,5.8,44.9,43303
3,28.9,7.3,31.8,60296
2,28.9,4,39.1,80169
3,28.9,8.6,56.6,59329
1,28.9,4.9,52.7,64509
1,28.9,6,23.3,60044
1,28.8,5.4,66.5,38216
2,28.8,4.9,52.7,64509
2,28.7,8.3,21.6,53419
2,28.6,12.8,55.2,36042
3,28.6,4,39.1,80169
3,28.6,8.6,35.8,50480
5,28.6,4.9,52.7,64509
2,28.5,4.9,52.7,64509
2,28.4,6.7,23.9,54900
2,28.4,4,18.6,51491
2,28.4,3.6,27.4,80428
2,28.4,4.9,52.7,64509
2,28.4,4.9,52.7,64509
1,28.3,4,39.1,80169
2,28.3,4,39.1,80169
1,28.3,8,49.3,52166
3,28.3,3.4,34.2,69297
1,28.2,3.6,27.4,80428
1,28.1,8.3,21.6,53419
2,28.1,4,39.1,80169
2,28.1,3.6,27.4,80428
3,28,4.9,52.7,64509
2,27.9,4,39.1,80169
2,27.9,10.7,27,52798
1,27.9,6.8,12.4,44080
1,27.8,11.8,60.4,40263
2,27.8,5.6,15.9,54012
2,27.7,12,33.8,46411
2,27.6,10.7,27,52798
2,27.6,4.2,11.6,50467
2,27.5,4,39.1,80169
1,27.5,5.3,12.5,49138
2,27.4,7.4,12.3,55052
1,27.4,7.4,14.1,62963
2,27.3,10.7,27,52798
2,27.2,7.3,31.8,60296
2,27.2,8.7,19.3,47758
2,27.1,4.9,52.7,64509
2,27.1,7.4,14.1,62963
2,27,4,39.1,80169
2,27,3.6,27.4,80428
1,27,3.6,27.4,80428
2,26.9,7.3,31.8,60296
2,26.9,8.7,19.3,47758
1,26.9,4.9,52.7,64509
3,26.8,4,39.1,80169
2,26.7,4,39.1,80169
2,26.7,4,39.1,80169
3,26.6,7.3,31.8,60296
2,26.6,7.3,31.8,60296
2,26.5,2.8,11.5,64426
2,26.5,4,39.1,80169
2,26.5,5.7,27.3,73703
2,26.5,6.8,12.4,44080
2,26.4,3.3,29.4,71920
1,26.4,4.9,52.7,64509
3,26.3,4,39.1,80169
2,26.3,3.6,27.4,80428
2,26.2,4,39.1,80169
2,26.2,3.3,29.4,71920
3,26.1,7.3,31.8,60296
2,26.1,4,39.1,80169
2,26.1,13.9,15.2,49070
2,26.1,7.1,23.7,53738
2,26.1,8.8,7.6,41262
2,26,3.3,29.4,71920
1,26,9.5,42.7,50112
1,25.9,5.8,44.9,43303
1,25.9,11,46,41572
3,25.9,9.2,35.7,57710
2,25.9,8,49.3,52166
2,25.9,4.9,52.7,64509
2,25.8,4.9,52.7,64509
2,25.8,4.9,52.7,64509
3,25.8,10.5,17.9,44502
2,25.7,4.9,52.7,64509
2,25.6,6.4,21.8,59471
1,25.6,6,23.3,60044
2,25.5,3.6,27.4,80428
2,25.5,3.6,27.4,80428
2,25.4,9.2,18.4,65955
2,25.4,7.6,33.1,50748
2,25.4,8.3,21.6,53419
2,25.4,8,49.3,52166
1,25.4,4.9,52.7,64509
2,25.3,3.3,29.4,71920
2,25.2,8.7,19.3,47758
2,25.2,6.7,15.3,53960
1,25.1,4,39.1,80169
3,25.1,3.6,27.4,80428
1,25,12.8,55.2,36042
2,25,6,23.3,60044
1,25,6,23.3,60044
2,24.9,12.7,52.5,44015
2,24.9,3.3,29.4,71920
2,24.8,3.6,27.4,80428
2,24.7,6.4,21.8,59471
1,24.7,10.7,27,52798
1,24.6,14.5,63.4,38818
2,24.6,7.3,31.8,60296
2,24.5,4,39.1,80169
1,24.5,3.3,29.4,71920
2,24.5,9.5,42.7,50112
2,24.5,4.9,52.7,64509
2,24.4,4,39.1,80169
3,24.3,2.8,11.5,64426
2,24.3,4,39.1,80169
2,24.3,3.3,29.4,71920
2,24.2,4,39.1,80169
3,24.1,12.7,52.5,44015
2,24.1,4,39.1,80169
2,24.1,3.4,34.2,69297
2,24.1,10.7,27,52798
2,24,4,39.1,80169
3,24,4.9,52.7,64509
2,23.9,6.7,15.3,53960
1,23.8,8.7,19.3,47758
1,23.7,9.2,18.4,65955
2,23.7,7.4,14.1,62963
2,23.7,10.7,27,52798
1,23.6,8.6,56.6,59329
1,23.6,3.3,29.4,71920
2,23.6,4.9,52.7,64509
3,23.5,4,39.1,80169
2,23.2,7.3,31.8,60296
1,23.1,9.5,42.7,50112
2,23,7.3,31.8,60296
2,23,6,23.3,60044
2,22.9,4,39.1,80169
2,22.9,4,39.1,80169
1,22.9,5.6,15.9,54012
1,22.8,6.7,23.9,54900
1,22.8,12.7,52.5,44015
2,22.8,9.4,33.2,50149
2,22.8,6.6,7.4,48489
3,22.7,8.7,19.3,47758
2,22.6,4,39.1,80169
3,22.6,8,49.3,52166
2,22.5,4,39.1,80169
2,22.5,3.3,29.4,71920
1,22.4,9.5,42.7,50112
2,22.2,7.3,31.8,60296
2,22.1,4,39.1,80169
2,22.1,9.5,42.7,50112
1,22.1,4.9,52.7,64509
3,22.1,13.8,6.7,47183
2,22,6,23.3,60044
1,22,6.7,15.3,53960
1,21.9,10.5,17.9,44502
2,21.8,7.3,31.8,60296
2,21.8,4,39.1,80169
2,21.8,4.9,52.7,64509
3,21.6,4.9,52.7,64509
1,21.5,4,39.1,80169
1,21.5,4,39.1,80169
2,21.4,8.3,21.6,53419
2,21.4,4,39.1,80169
1,21.4,8,49.3,52166
2,21.3,9.2,18.4,65955
2,21.3,4,39.1,80169
4,21.1,8.6,56.6,59329
2,21,5.6,11.4,64768
1,21,9.5,42.7,50112
3,20.9,9.2,18.4,65955
2,20.9,9.7,8.7,51398
2,20.8,4,39.1,80169
2,20.8,11.6,16,42831
2,20.6,4,39.1,80169
2,20.6,10.6,26.3,42728
2,20.5,7.3,31.8,60296
1,20.4,12.7,52.5,44015
2,20.4,4,39.1,80169
2,20.4,4,39.1,80169
2,20.4,3.6,27.4,80428
2,20.3,7.3,31.8,60296
2,20.3,3.3,29.4,71920
2,20.3,7.4,14.1,62963
2,20.2,4,39.1,80169
2,20.1,5.7,27.3,73703
2,20.1,8,49.3,52166
1,20.1,9.5,42.7,50112
2,20,12.5,17.6,44946
3,19.9,12.7,52.5,44015
2,19.9,4,39.1,80169
1,19.9,4.9,52.7,64509
2,19.9,4.9,52.7,64509
2,19.8,8,49.3,52166
1,19.8,6.6,7.4,48489
2,19.7,7.3,31.8,60296
2,19.6,4,39.1,80169
1,19.6,3.6,27.4,80428
2,19.5,4,39.1,80169
2,19.5,3.6,27.4,80428
1,19.3,8,49.3,52166
1,19.1,8.3,21.6,53419
2,19.1,4.9,15,60801
1,18.9,3.4,34.2,69297
2,18.8,4,39.1,80169
2,18.8,4.9,52.7,64509
3,18.7,8,49.3,52166
1,18.7,9.5,42.7,50112
2,18.7,13.5,15.8,46342
1,18.7,6,23.3,60044
2,18.6,7.4,14.1,62963
1,18.6,7.1,23.7,53738
1,18.5,2.8,11.5,64426
3,18.5,12.7,52.5,44015
2,18.5,4,39.1,80169
2,18.4,16.5,36.7,43121
1,18.3,8.3,21.6,53419
2,18.3,4,39.1,80169
2,18.3,5.7,27.3,73703
1,18.3,8,49.3,52166
2,18.3,10.7,27,52798
1,18.2,9.5,42.7,50112
1,18.1,5.6,11.4,64768
1,18,4.9,52.7,64509
2,17.9,3.3,29.4,71920
2,17.8,2.8,11.5,64426
1,17.8,4.9,52.7,64509
2,17.6,12.7,52.5,44015
3,17.5,4.9,52.7,64509
2,17.5,8.3,21.6,53419
1,17.5,4,39.1,80169
1,17.5,11.6,16,42831
3,17.4,5.7,41.3,48984
2,17.4,9.5,42.7,50112
1,17.3,8,49.3,52166
3,17.3,4.9,52.7,64509
2,17.2,4,39.1,80169
1,17.1,3.3,29.4,71920
2,17.1,4.9,52.7,64509
1,16.9,8,49.3,52166
2,16.6,15.2,26.7,41869
1,16.6,4.9,52.7,64509
2,16.5,10.3,17,60163
3,16.4,8.3,21.6,53419
1,16.3,6.4,21.8,59471
2,16.1,6.4,21.8,59471
1,16.1,7.4,14.1,62963
2,16,8,49.3,52166
2,16,3.4,34.2,69297
2,15.9,4,39.1,80169
2,15.9,4.9,52.7,64509
1,15.8,4,39.1,80169
2,15.8,4,39.1,80169
1,15.7,9.5,42.7,50112
1,15.6,9.5,42.7,50112
2,15.5,6.7,15.3,53960
3,15.4,4.9,52.7,64509
2,15.3,8,49.3,52166
2,15.2,9.2,18.4,65955
2,15.2,6,23.3,60044
3,15.1,12.7,52.5,44015
1,15,5.7,27.3,73703
1,15,3.6,27.4,80428
1,15,4.9,52.7,64509
2,15,10.7,27,52798
2,14.9,13.1,47.5,43569
2,14.9,5.7,27.3,73703
3,14.9,3.4,34.2,69297
2,14.9,6,23.3,60044
1,14.7,4,39.1,80169
2,14.5,12.7,52.5,44015
1,14.5,4,39.1,80169
3,14.3,4.9,52.7,64509
2,14.1,4,39.1,80169
1,14,8,49.3,52166
1,14,4.9,52.7,64509
2,13.9,4,39.1,80169
3,13.9,9.9,20.3,48372
1,13.9,4.9,52.7,64509
2,13.9,6,23.3,60044
2,13.8,6.7,15.3,53960
2,13.7,8.1,44.7,46355
1,13.7,3.4,34.2,69297
3,13.7,5.6,15.9,54012
2,13.6,11.8,60.4,40263
2,13.6,4,39.1,80169
1,13.4,8.3,21.6,53419
1,13.4,4.9,52.7,64509
2,13.4,6.7,15.3,53960
2,13.3,4,39.1,80169
2,13.3,6.6,7.4,48489
1,13.3,11.6,16,42831
1,13.1,4,39.1,80169
2,13.1,6.4,21.8,59471
1,13,4.9,52.7,64509
1,12.9,4.9,52.7,64509
2,12.8,6.7,15.3,53960
2,12.7,3.3,29.4,71920
2,12.7,4.9,52.7,64509
1,12.5,4.9,52.7,64509
1,12.4,4.9,52.7,64509
1,12.2,3.6,27.4,80428
1,12.2,3.4,34.2,69297
1,12.1,8,49.3,52166
2,12.1,5.6,15.9,54012
2,11.8,8,49.3,52166
2,11.8,6.7,15.3,53960
2,11.7,4,39.1,80169
2,11.6,4,39.1,80169
2,11.6,8.6,35.8,50480
1,11.6,8,49.3,52166
1,11.4,4,39.1,80169
2,11.4,8,49.3,52166
1,11.1,4,39.1,80169
2,11,8.6,35.8,50480
1,11,4.9,52.7,64509
2,10.8,4,39.1,80169
2,10.7,6,23.3,60044
1,10.4,4,39.1,80169
2,10.3,3.4,34.2,69297
1,10.1,4,39.1,80169
2,10,12,33.8,46411
1,9.9,4,39.1,80169
2,9.9,9.5,42.7,50112
2,9.8,8.6,56.6,59329
2,9.8,3.6,27.4,80428
1,9.8,4.9,52.7,64509
1,9.7,4.9,52.7,64509
1,9.6,4.9,52.7,64509
2,9.5,3.4,34.2,69297
3,9.2,4.9,52.7,64509
1,9.2,8,49.3,52166
2,9.1,4.9,52.7,64509
2,9,10.2,41.4,58956
2,9,4.9,52.7,64509
1,8.9,4.9,52.7,64509
1,8.6,4.9,52.7,64509
1,8.5,4.9,52.7,64509
1,8.5,4.9,52.7,64509
2,8.5,6,23.3,60044
1,8.3,4,39.1,80169
1,8.3,4,39.1,80169
1,8.3,4,39.1,80169
2,8.2,10.2,41.4,58956
2,8.1,8.6,35.8,50480
2,8.1,10.5,17.9,44502
2,7.9,12.7,52.5,44015
2,7.9,6,23.3,60044
2,7.7,4,39.1,80169
1,7.6,4,39.1,80169
1,7.6,8,49.3,52166
1,7.5,4,39.1,80169
2,7.5,8.6,56.6,59329
2,7.4,4,39.1,80169
2,7.4,4,39.1,80169
1,7.4,9.4,33.2,50149
1,7.2,4,39.1,80169
1,7.2,3.6,27.4,80428
2,7.1,6,23.3,60044
1,7,4,39.1,80169
2,6.9,7.4,14.1,62963
2,6.8,4,39.1,80169
1,6.8,4,39.1,80169
1,6.8,4,39.1,80169
3,6.3,6,23.3,60044
1,6.2,4.9,52.7,64509
1,6.1,4,39.1,80169
1,6.1,3.4,34.2,69297
1,6,8,49.3,52166
1,6,3.6,27.4,80428
2,5.9,4.9,52.7,64509
1,5.9,3.6,27.4,80428
1,5.8,4,39.1,80169
1,5.8,3.6,27.4,80428
2,5.6,7.9,37.6,51225
1,5.5,4,39.1,80169
1,5.4,3.6,27.4,80428
2,5.3,4.9,52.7,64509
3,5.1,4,39.1,80169
1,5.1,3.6,27.4,80428
2,5.1,4.9,52.7,64509
1,5,4,39.1,80169
